day,date,e0,e_end,plan_cost,emg_cost,total_cost
282,2025-10-10T00:00:00,4256.558482780557,4234.851689206475,13972.234445354938,9684.974325473082,23657.20877082802
283,2025-10-11T00:00:00,4234.851689206475,8385.94907657517,17029.369637905893,4457.023334822418,21486.39297272831
284,2025-10-12T00:00:00,8385.94907657517,8266.825405867474,35857.69214959777,17476.634184336835,53334.32633393461
285,2025-10-13T00:00:00,8266.825405867474,8477.67054909624,37695.867029991816,3556.2209275827854,41252.0879575746
286,2025-10-14T00:00:00,8477.67054909624,8292.820119613672,37130.165721603,17629.92075250152,54760.08647410452
287,2025-10-15T00:00:00,8292.820119613672,8319.382036941735,35604.76823511986,33753.019370447735,69357.7876055676
288,2025-10-16T00:00:00,8319.382036941735,4695.687724929708,35330.59816090152,26583.29500305175,61913.89316395327
289,2025-10-17T00:00:00,4695.687724929708,4750.591209010192,15011.30449710144,6170.196636857981,21181.50113395942
290,2025-10-18T00:00:00,4750.591209010192,8215.730149710022,16715.33655468775,5504.391141593478,22219.72769628123
291,2025-10-19T00:00:00,8215.730149710022,8471.674533384456,38813.94717739945,19547.216711664492,58361.163889063944
292,2025-10-20T00:00:00,8471.674533384456,8194.728540371796,39737.18894433434,14799.572935211345,54536.76187954568
293,2025-10-21T00:00:00,8194.728540371796,8312.2738704541,40514.17908291264,19537.03417799949,60051.21326091213
294,2025-10-22T00:00:00,8312.2738704541,8379.188605506877,41582.00071651358,12140.78231859579,53722.78303510937
295,2025-10-23T00:00:00,8379.188605506877,5493.0429427936115,40888.876454069556,3012.0428223848517,43900.919276454406
296,2025-10-24T00:00:00,5493.0429427936115,5281.952815358218,15698.150210125154,6753.362621010081,22451.512831135235
297,2025-10-25T00:00:00,5281.952815358218,8342.869685146303,17347.702130701437,5095.487938195745,22443.19006889718
298,2025-10-26T00:00:00,8342.869685146303,8567.887748896226,42190.63748483732,2250.2963951412153,44440.93387997854
299,2025-10-27T00:00:00,8567.887748896226,8368.55203561952,41920.40506278702,8035.2545836360005,49955.65964642302
300,2025-10-28T00:00:00,8368.55203561952,8450.311630322734,41723.86941350732,10498.857247097378,52222.72666060469
301,2025-10-29T00:00:00,8450.311630322734,8464.391316218516,42562.33204556568,21922.66242704122,64484.9944726069
302,2025-10-30T00:00:00,8464.391316218516,5964.577836168141,42773.276163890885,2872.0901783066574,45645.36634219754
303,2025-10-31T00:00:00,5964.577836168141,5773.449088410252,16770.155289557777,3716.8661294527956,20487.021419010573
304,2025-11-01T00:00:00,5773.449088410252,8390.123602463476,18106.536712562345,2230.1250840198145,20336.66179658216
305,2025-11-02T00:00:00,8390.123602463476,8498.994961337707,44247.61530497714,8691.367280143557,52938.9825851207
306,2025-11-03T00:00:00,8498.994961337707,8484.081841274638,44717.08983670695,5451.871854844794,50168.96169155175
307,2025-11-04T00:00:00,8484.081841274638,8463.829114664193,44973.87813355056,5183.80384498714,50157.6819785377
308,2025-11-05T00:00:00,8463.829114664193,8687.812967212396,45585.31679396062,3157.200384244523,48742.51717820515
309,2025-11-06T00:00:00,8687.812967212396,6250.3225146608675,43601.92637755704,14157.839900144116,57759.76627770116
310,2025-11-07T00:00:00,6250.3225146608675,6187.879750492999,17558.207487002088,3407.607367520511,20965.8148545226
311,2025-11-08T00:00:00,6187.879750492999,8502.10570404452,18358.272591908702,1367.4408090218324,19725.713400930534
312,2025-11-09T00:00:00,8502.10570404452,8500.486667379559,45768.387961332555,9108.04059611253,54876.428557445084
313,2025-11-10T00:00:00,8500.486667379559,8558.094679565585,46031.0679780801,18216.15808037835,64247.22605845845
314,2025-11-11T00:00:00,8558.094679565585,8367.503697913417,46781.79170857577,3371.9846597559163,50153.77636833169
315,2025-11-12T00:00:00,8367.503697913417,8555.326969594978,47658.084524837,2080.362969419419,49738.44749425642
316,2025-11-13T00:00:00,8555.326969594978,6980.675478112845,46132.35578302616,6613.71599621481,52746.07177924097
317,2025-11-14T00:00:00,6980.675478112845,6714.770114908583,17880.633436957,1594.5296245563004,19475.1630615133
318,2025-11-15T00:00:00,6714.770114908583,8528.81467409031,18751.58849219654,3018.073680925561,21769.662173122102
319,2025-11-16T00:00:00,8528.81467409031,8496.991789576778,48657.282366345506,6861.3091233380765,55518.59148968358
320,2025-11-17T00:00:00,8496.991789576778,8549.79456078846,49240.900936560996,797.8643104712387,50038.765247032235
321,2025-11-18T00:00:00,8549.79456078846,8499.068187693209,48579.75028332455,7464.4565179944675,56044.20680131902
322,2025-11-19T00:00:00,8499.068187693209,8417.673144147375,49107.90026594219,6913.599374840487,56021.49964078268
323,2025-11-20T00:00:00,8417.673144147375,7329.215657134943,49344.64781227005,4153.520601368945,53498.168413638996
324,2025-11-21T00:00:00,7329.215657134943,7077.476610197907,18274.70891751069,1887.3822415561153,20162.091159066804
325,2025-11-22T00:00:00,7077.476610197907,8444.40088935078,19129.173060536774,2715.8451534246246,21845.018213961397
326,2025-11-23T00:00:00,8444.40088935078,8581.709770161739,50486.86717291509,3197.208480420432,53684.07565333552
327,2025-11-24T00:00:00,8581.709770161739,8314.987160088393,50115.65008178498,3703.8517532096967,53819.50183499468
328,2025-11-25T00:00:00,8314.987160088393,8505.636722551702,50174.998067648565,3731.687564643409,53906.68563229198
329,2025-11-26T00:00:00,8505.636722551702,8662.113659420238,50266.76713857877,7147.291339090079,57414.05847766885
330,2025-11-27T00:00:00,8662.113659420238,7597.175385931833,50120.1401519302,3392.9948501593167,53513.13500208952
331,2025-11-28T00:00:00,7597.175385931833,7547.045366549071,18557.558094695858,2897.998252280596,21455.556346976453
332,2025-11-29T00:00:00,7547.045366549071,8331.109832638393,19465.63019459979,10721.905572026699,30187.53576662649
333,2025-11-30T00:00:00,8331.109832638393,8547.476064736744,52133.654671843404,9847.414667590929,61981.06933943433
334,2025-12-01T00:00:00,8547.476064736744,8308.21829231773,52373.0735521444,28794.594231311712,81167.66778345611
335,2025-12-02T00:00:00,8308.21829231773,8332.6797652637,52904.72404773197,36703.85102107567,89608.57506880764
336,2025-12-03T00:00:00,8332.6797652637,9381.3662652282,58598.88844905147,7151.1608060867475,65750.04925513822
337,2025-12-04T00:00:00,9381.3662652282,8999.542319515509,57527.51527541374,10124.253094819207,67651.76837023295
338,2025-12-05T00:00:00,8999.542319515509,9254.448379315869,24409.39202232186,2613.552783228415,27022.944805550273
339,2025-12-06T00:00:00,9254.448379315869,8692.891576076505,23922.527345272916,6560.171863950538,30482.699209223454
340,2025-12-07T00:00:00,8692.891576076505,9189.84440103937,59431.32038239778,2296.2325941609533,61727.552976558734
341,2025-12-08T00:00:00,9189.84440103937,9734.885484988989,63844.457684061206,4.001398066408513e-05,63844.45772407519
342,2025-12-09T00:00:00,9734.885484988989,8978.931859638602,60600.899292111666,1230.1999378964913,61831.099230008156
343,2025-12-10T00:00:00,8978.931859638602,8843.709300078452,60122.76370775941,632.9572204053508,60755.72092816476
344,2025-12-11T00:00:00,8843.709300078452,8956.100340944004,60471.45486619037,264.3157112613264,60735.770577451694
345,2025-12-12T00:00:00,8956.100340944004,8562.65877347954,24675.099751458518,1380.3490941786454,26055.448845637162
346,2025-12-13T00:00:00,8562.65877347954,8946.348644227031,25394.58407675277,1225.302755960647,26619.886832713415
347,2025-12-14T00:00:00,8946.348644227031,8924.64523232073,60384.70924907857,2311.7036187767017,62696.41286785527
348,2025-12-15T00:00:00,8924.64523232073,9142.534795787855,64323.19734373519,298.07351112275273,64621.27085485795
349,2025-12-16T00:00:00,9142.534795787855,8855.98564519601,63358.24330540036,126.7649478996812,63485.008253300046
350,2025-12-17T00:00:00,8855.98564519601,8886.736293526123,62669.395676821885,517.7256268711917,63187.12130369308
351,2025-12-18T00:00:00,8886.736293526123,8873.209771663485,62480.176391950095,166.41483590969915,62646.5912278598
352,2025-12-19T00:00:00,8873.209771663485,8438.871975759786,26742.23527132211,221.91437423597793,26964.14964555809
353,2025-12-20T00:00:00,8438.871975759786,8837.764917895596,26826.15875861409,321.48186948587687,27147.640628099965
354,2025-12-21T00:00:00,8837.764917895596,8958.249120825796,61668.5830438627,956.1205247133745,62624.70356857608
355,2025-12-22T00:00:00,8958.249120825796,8549.947574216045,61116.320800792295,1895.9814638859075,63012.302264678205
356,2025-12-23T00:00:00,8549.947574216045,8704.230650050926,61308.24898845819,662.0490903472113,61970.2980788054
357,2025-12-24T00:00:00,8704.230650050926,8619.15822932566,60483.660291469925,1701.1386226975299,62184.798914167455
358,2025-12-25T00:00:00,8619.15822932566,8600.399760722654,60284.82055013628,1916.3755018616303,62201.19605199791
359,2025-12-26T00:00:00,8600.399760722654,8712.877491762458,25475.828990104725,1177.9011795292408,26653.730169633964
360,2025-12-27T00:00:00,8712.877491762458,8567.35183929898,25072.660441467502,887.8125567878016,25960.472998255304
361,2025-12-28T00:00:00,8567.35183929898,8889.013045383155,60535.52302527439,2216.052608978375,62751.57563425277
362,2025-12-29T00:00:00,8889.013045383155,8504.619536739123,60602.84702978115,767.7619169341654,61370.608946715314
363,2025-12-30T00:00:00,8504.619536739123,8537.899533768292,59334.51371224866,1903.1254659865367,61237.6391782352
364,2025-12-31T00:00:00,8537.899533768292,1235.264057167648,55852.8605584654,4814.532509540741,60667.39306800614
