day_index,date,slot,q_kwh,c_kwh,s_kwh,z_kwh,w_kwh,E_kwh,price
171,2025-06-21T00:00:00,20,500.315092625,8.4762926246,0,0,0,3656.78128338,0.4371
171,2025-06-21T00:00:00,21,494.835812691,0,1.4158539756,0,0,3655.20811229,0.4356
171,2025-06-21T00:00:00,22,513.316640664,49.9363406638,0,0,0,3700.15081889,0.4353
171,2025-06-21T00:00:00,23,517.675433115,62.9577831153,0,0,0,3756.81282369,0.436
171,2025-06-21T00:00:00,24,497.241454312,20.2097876451,0,0,0,3775.00163257,0.4378
171,2025-06-21T00:00:00,25,479.701536874,5.41955354061,0,0,0,3779.87923076,0.4401
171,2025-06-21T00:00:00,26,477.562971994,19.4044719935,0,0,0,3797.34325556,0.4389
171,2025-06-21T00:00:00,27,481.741729265,35.5233959319,0,0,0,3829.31431189,0.4364
171,2025-06-21T00:00:00,28,477.050941657,34.0976583238,0,0,0,3860.00220439,0.4393
171,2025-06-21T00:00:00,29,469.045350581,18.6586005812,0,0,0,3876.79494491,0.4422
171,2025-06-21T00:00:00,30,458.704403995,4.53023732846,0,0,0,3880.8721585,0.4395
171,2025-06-21T00:00:00,31,433.230474791,8.5717581243,0,0,0,3888.58674082,0.4333
171,2025-06-21T00:00:00,32,417.57209427,27.0886442698,0,0,0,3912.96652066,0.4439
171,2025-06-21T00:00:00,33,414.313095109,43.4672617757,0,0,0,3952.08705626,0.4301
171,2025-06-21T00:00:00,34,1079.84011326,720.262113256,0,0,0,4600.32295819,0.3713
171,2025-06-21T00:00:00,35,0,0,337.034916667,0,0,4225.83971745,0.5708
171,2025-06-21T00:00:00,36,0,0,308.49,0,0,3883.07305078,0.9099
171,2025-06-21T00:00:00,37,0,0,291.9625,0,0,3558.670273,0.9368
171,2025-06-21T00:00:00,38,0,0,246.471366667,0,0,3284.81319893,0.8758
171,2025-06-21T00:00:00,39,0,0,166.35125,0,0,3099.97847671,0.8759
171,2025-06-21T00:00:00,40,0,0,97.3851833333,0,0,2991.77271745,0.8601
171,2025-06-21T00:00:00,41,0,0,86.2121,0,0,2895.98149522,0.8442
171,2025-06-21T00:00:00,42,0,0,100.836666667,0,0,2783.94075448,0.8334
171,2025-06-21T00:00:00,43,0,0,63.2823,0,0,2713.62708782,0.8092
171,2025-06-21T00:00:00,44,0,0,21.9276833333,0,0,2689.26299522,0.7972
171,2025-06-21T00:00:00,45,0,8.33958333333,0,0,0,2696.76862022,0.7644
171,2025-06-21T00:00:00,46,0,62.9667833333,0,0,0,2753.43872522,0.6899
171,2025-06-21T00:00:00,47,0,116.303716667,0,0,0,2858.11207022,0.86
171,2025-06-21T00:00:00,48,0,156.844166667,0,0,0,2999.27182022,1.1617
171,2025-06-21T00:00:00,49,0,195.452116667,0,0,0,3175.17872522,1.1683
171,2025-06-21T00:00:00,50,0,213.46855,0,0,0,3367.30042022,1.0956
171,2025-06-21T00:00:00,51,0,220.185,0,0,0,3565.46692022,1.0849
171,2025-06-21T00:00:00,52,0,241.482933333,0,0,0,3782.80156022,1.061
171,2025-06-21T00:00:00,53,0,229.762933333,0,0,0,3989.58820022,1.043
171,2025-06-21T00:00:00,54,0,182.575833333,0,0,0,4153.90645022,1.036
171,2025-06-21T00:00:00,55,0,160.175383333,0,0,0,4298.06429522,1.0147
171,2025-06-21T00:00:00,56,0,214.969966667,0,0,0,4491.53726522,0.9922
171,2025-06-21T00:00:00,57,0,328.285416667,0,0,0,4786.99414022,0.97
171,2025-06-21T00:00:00,58,0,421.118233333,0,0,0,5166.00055022,0.9422
171,2025-06-21T00:00:00,59,0,449.526183333,0,0,0,5570.57411522,0.9569
171,2025-06-21T00:00:00,60,0,440.56625,0,0,0,5967.08374022,0.9977
171,2025-06-21T00:00:00,61,0,460.630866667,0,0,0,6381.65152022,0.9919
171,2025-06-21T00:00:00,62,0,489.017133333,0,0,0,6821.76694022,0.9588
171,2025-06-21T00:00:00,63,0,516.512916667,0,0,0,7286.62856522,0.9549
171,2025-06-21T00:00:00,64,0,561.181233333,0,0,0,7791.69167522,0.9839
171,2025-06-21T00:00:00,65,0,612.926316667,0,0,0,8343.32536022,0.799
171,2025-06-21T00:00:00,66,0,620.148333333,0,0,0,8901.45886022,0.5025
171,2025-06-21T00:00:00,67,0,560.160833333,0,0,0,9405.60361022,0.4662
171,2025-06-21T00:00:00,68,0,647.042516667,0,0,0,9987.94187522,0.5007
171,2025-06-21T00:00:00,69,0,807.410833333,0,0,0,10714.6116252,0.4827
171,2025-06-21T00:00:00,70,0,94.8759719725,0,0,651.052978028,10800,0.4785
171,2025-06-21T00:00:00,71,0,0,0,0,658.892883333,10800,0.4662
171,2025-06-21T00:00:00,72,0,0,0,0,672.33875,10800,0.4432
171,2025-06-21T00:00:00,73,0,0,0,0,718.120266667,10800,0.4411
171,2025-06-21T00:00:00,74,0,0,0,0,741.456716667,10800,0.4551
171,2025-06-21T00:00:00,75,0,0,0,0,742.40875,10800,0.4463
171,2025-06-21T00:00:00,76,0,0,0,0,757.647216667,10800,0.4113
171,2025-06-21T00:00:00,77,0,0,0,0,771.688016667,10800,0.5682
171,2025-06-21T00:00:00,78,0,0,0,0,726.931666667,10800,0.8279
171,2025-06-21T00:00:00,79,0,0,0,0,597.157983333,10800,0.8636
171,2025-06-21T00:00:00,80,0,0,0,0,582.051283333,10800,0.8416
171,2025-06-21T00:00:00,81,0,0,0,0,625.26625,10800,0.8618
171,2025-06-21T00:00:00,82,0,0,0,0,477.587133333,10800,0.8623
171,2025-06-21T00:00:00,83,0,0,0,0,358.2528,10800,0.9026
171,2025-06-21T00:00:00,84,0,0,0,0,349.058333333,10800,0.9754
171,2025-06-21T00:00:00,85,0,0,0,0,315.651216667,10800,1.0002
171,2025-06-21T00:00:00,86,0,0,0,0,288.67765,10800,0.9978
171,2025-06-21T00:00:00,87,0,0,0,0,288.457916667,10800,1.0271
171,2025-06-21T00:00:00,88,0,0,0,0,289.5349,10800,1.0906
171,2025-06-21T00:00:00,89,0,0,0,0,299.466083333,10800,0.9376
171,2025-06-21T00:00:00,90,0,0,0,0,300.130416667,10800,0.6694
171,2025-06-21T00:00:00,91,0,0,0,0,256.820066667,10800,0.66
171,2025-06-21T00:00:00,92,0,0,0,0,204.788166667,10800,0.7217
171,2025-06-21T00:00:00,93,1.206761962,0,0,0,157.140095295,10800,0.7308
171,2025-06-21T00:00:00,94,66.3374008291,0,0,0,156.993684162,10800,0.7534
171,2025-06-21T00:00:00,95,123.079092497,0,0,0,150.40807583,10800,0.7823
171,2025-06-21T00:00:00,96,169.983161502,0,0,0,142.978161502,10800,0.8055
171,2025-06-21T00:00:00,97,225.507706478,0,0,0,146.936156478,10800,0.8271
171,2025-06-21T00:00:00,98,235.840281667,0,0,0,132.635981667,10800,0.8519
171,2025-06-21T00:00:00,99,232.175247462,0,0,0,126.267747462,10800,0.8791
171,2025-06-21T00:00:00,100,301.910257175,0,0,0,186.486223842,10800,0.9024
171,2025-06-21T00:00:00,101,314.365591927,0,0,0,204.745908593,10800,0.9163
171,2025-06-21T00:00:00,102,269.669285432,0,0,0,166.888035432,10800,0.9264
171,2025-06-21T00:00:00,103,303.327670242,0,0,0,160.700236908,10800,0.9462
171,2025-06-21T00:00:00,104,351.209537677,0,0,0,138.414537677,10800,0.9742
171,2025-06-21T00:00:00,105,376.929860547,0,0,0,87.9619438803,10800,0.9862
171,2025-06-21T00:00:00,106,412.025022162,0,0,0,58.5548554949,10800,0.976
171,2025-06-21T00:00:00,107,447.398162134,0,0,0,65.0772454675,10800,1.0742
171,2025-06-21T00:00:00,108,478.767497417,0,0,0,92.8658307505,10800,1.2313
171,2025-06-21T00:00:00,109,0,0,402.359033333,0,0,10352.9344074,1.2561
171,2025-06-21T00:00:00,110,549.297768858,112.673018858,0,0,0,10454.3401244,1.2447
171,2025-06-21T00:00:00,111,467.627297491,0,14.0543691755,0,0,10438.7241586,1.2545
171,2025-06-21T00:00:00,112,628.077937942,97.9487712758,0,0,0,10526.8780528,1.2522
171,2025-06-21T00:00:00,113,0,0,585.454683333,0,0,9876.37284907,1.2881
171,2025-06-21T00:00:00,114,0,0,640.82625,0,0,9164.34368241,1.3466
171,2025-06-21T00:00:00,115,0,0,667.4907,0,0,8422.68734907,1.3523
171,2025-06-21T00:00:00,116,0,0,617.246916667,0,0,7736.85744167,1.3445
171,2025-06-21T00:00:00,117,0,0,548.913333333,0,0,7126.95373796,1.3483
171,2025-06-21T00:00:00,118,0,0,582.087566667,0,0,6480.189775,1.349
171,2025-06-21T00:00:00,119,0,0,581.73875,0,0,5833.81338611,1.3473
171,2025-06-21T00:00:00,120,0,0,531.603333333,0,0,5243.14301574,1.3482
171,2025-06-21T00:00:00,121,0,0,558.039433333,0,0,4623.09920093,1.3513
171,2025-06-21T00:00:00,122,0,0,620.864733333,0,0,3933.24949722,1.34
171,2025-06-21T00:00:00,123,0,0,660.021666667,0,0,3199.89208981,1.3489
171,2025-06-21T00:00:00,124,0,0,646.97075,0,0,2481.03570093,1.3952
171,2025-06-21T00:00:00,125,700.27271817,114.66076817,0,0,0,2584.23039228,1.2226
171,2025-06-21T00:00:00,126,672.338913221,145.618913221,0,0,0,2715.28741418,0.9332
171,2025-06-21T00:00:00,127,645.220785843,109.435685843,0,0,0,2813.77953144,0.9068
171,2025-06-21T00:00:00,128,633.110012096,51.5928620961,0,0,0,2860.21310732,0.9371
171,2025-06-21T00:00:00,129,634.820884141,15.905884141,0,0,0,2874.52840305,0.9371
171,2025-06-21T00:00:00,130,641.99693717,22.7556538364,0,0,0,2895.0084915,0.9871
171,2025-06-21T00:00:00,131,628.373109398,51.5936427309,0,0,0,2941.44276996,0.7764
171,2025-06-21T00:00:00,132,601.69268267,73.4126826705,0,0,0,3007.51418436,0.4209
171,2025-06-21T00:00:00,133,592.998099311,66.1243659777,0,0,0,3067.02611374,0.3859
171,2025-06-21T00:00:00,134,584.906955386,40.1658720525,0,0,0,3103.17539859,0.4368
171,2025-06-21T00:00:00,135,581.144722091,28.279722091,0,0,0,3128.62714847,0.4198
171,2025-06-21T00:00:00,136,608.987912448,62.1480624481,0,0,0,3184.56040468,0.4186
171,2025-06-21T00:00:00,137,630.060259017,88.2673590168,0,0,0,3264.00102779,0.4241
171,2025-06-21T00:00:00,138,609.763053763,78.0313870967,0,0,0,3334.22927618,0.4237
171,2025-06-21T00:00:00,139,552.99822091,53.1755042435,0,0,0,3382.08723,0.4248
171,2025-06-21T00:00:00,140,546.245042878,59.4159928784,0,0,0,3435.56162359,0.424
171,2025-06-21T00:00:00,141,583.000294225,84.7836275581,0,0,0,3511.86688839,0.422
171,2025-06-21T00:00:00,142,582.647195697,78.5520290299,0,0,0,3582.56371452,0.424
171,2025-06-21T00:00:00,143,623.325461364,91.1064446973,0,0,0,3664.55951474,0.4271
171,2025-06-21T00:00:00,144,697.887277069,91.8639437356,0,0,0,3747.23706411,0.4276
172,2025-06-22T00:00:00,1,1578.80250797,833.333333333,0,0,38.47702464,4497.23706411,0.4248
172,2025-06-22T00:00:00,2,1575.22674806,833.333333333,0,0,10.4844980593,5247.23706411,0.4245
172,2025-06-22T00:00:00,3,1573.70188705,833.333333333,0,0,61.1302203877,5997.23706411,0.4269
172,2025-06-22T00:00:00,4,1548.7681861,833.333333333,0,0,62.6571360983,6747.23706411,0.4272
172,2025-06-22T00:00:00,5,1540.99631632,833.333333333,0,0,43.5365663155,7497.23706411,0.4271
172,2025-06-22T00:00:00,6,1547.70573183,833.333333333,0,0,23.1473984932,8247.23706411,0.4285
172,2025-06-22T00:00:00,7,691.320101532,0,12.9414651347,0,0,8232.8576584,0.4311
172,2025-06-22T00:00:00,8,676.543346827,0,8.38353650613,0,0,8223.54261784,0.4302
172,2025-06-22T00:00:00,9,1523.15427606,833.333333333,0,0,36.425942725,8973.54261784,0.4279
172,2025-06-22T00:00:00,10,713.044133148,65.0492331481,0,0,0,9032.08692767,0.4312
172,2025-06-22T00:00:00,11,720.296327073,80.6133270734,0,0,0,9104.63892204,0.4333
172,2025-06-22T00:00:00,12,700.710354491,73.2986878245,0,0,0,9170.60774108,0.4311
172,2025-06-22T00:00:00,13,1505.2601853,833.333333333,0,0,35.0668186328,9920.60774108,0.4293
172,2025-06-22T00:00:00,14,687.697300405,64.2377170712,0,0,0,9978.42168644,0.4324
172,2025-06-22T00:00:00,15,718.877462379,108.712462379,0,0,0,10076.2629026,0.4367
172,2025-06-22T00:00:00,16,686.429363113,24.1107297794,0,0,0,10097.9625594,0.4348
172,2025-06-22T00:00:00,17,657.342279442,0,20.5311538909,0,0,10075.1501662,0.4335
172,2025-06-22T00:00:00,18,664.621283791,30.0362837914,0,0,0,10102.1828216,0.4357
172,2025-06-22T00:00:00,19,673.079225965,61.7267759652,0,0,0,10157.73692,0.4374
172,2025-06-22T00:00:00,20,677.935110657,75.4476439903,0,0,0,10225.6397995,0.4371
172,2025-06-22T00:00:00,21,678.256688216,71.1950215496,0,0,0,10289.7153189,0.4356
172,2025-06-22T00:00:00,22,674.542795498,43.3029954981,0,0,0,10328.6880149,0.4353
172,2025-06-22T00:00:00,23,664.066250145,57.9893834786,0,0,0,10380.87846,0.436
172,2025-06-22T00:00:00,24,660.493476456,91.4701431226,0,0,0,10463.2015888,0.4378
172,2025-06-22T00:00:00,25,677.431635788,56.1660691216,0,0,0,10513.751051,0.4401
172,2025-06-22T00:00:00,26,679.911178641,54.6273286412,0,0,0,10562.9156468,0.4389
172,2025-06-22T00:00:00,27,653.946483237,89.9314832375,0,0,0,10643.8539817,0.4364
172,2025-06-22T00:00:00,28,630.128961005,68.4382276713,0,0,0,10705.4483866,0.4393
172,2025-06-22T00:00:00,29,628.385458476,41.6977918098,0,0,0,10742.9763993,0.4422
172,2025-06-22T00:00:00,30,636.010548222,39.9409648888,0,0,0,10778.9232677,0.4395
172,2025-06-22T00:00:00,31,614.264384126,23.4185914846,0,0,19.4029593079,10800,0.4333
172,2025-06-22T00:00:00,32,593.397997862,0,0,0,44.0706478621,10800,0.4439
172,2025-06-22T00:00:00,33,908.636599772,0,0,0,384.236183105,10800,0.4301
172,2025-06-22T00:00:00,34,1372.61630714,0,0,0,898.611090473,10800,0.3713
172,2025-06-22T00:00:00,35,574.113164507,0,0,0,68.4241645071,10800,0.5708
172,2025-06-22T00:00:00,36,0,0,583.138333333,0,0,10152.0685185,0.9099
172,2025-06-22T00:00:00,37,0,0,554.370633333,0,0,9536.10114815,0.9368
172,2025-06-22T00:00:00,38,0,0,508.3145,0,0,8971.30725926,0.8758
172,2025-06-22T00:00:00,39,0,0,497.392083333,0,0,8418.64938889,0.8759
172,2025-06-22T00:00:00,40,0,0,474.250233333,0,0,7891.70468519,0.8601
172,2025-06-22T00:00:00,41,0,0,391.555166667,0,0,7456.64338889,0.8442
172,2025-06-22T00:00:00,42,0,0,303.262916667,0,0,7119.68459259,0.8334
172,2025-06-22T00:00:00,43,293.97457651,0,12.2885568232,0,0,7106.03064057,0.8092
172,2025-06-22T00:00:00,44,367.102082029,92.0244820286,0,0,0,7188.85267439,0.7972
172,2025-06-22T00:00:00,45,323.985383156,144.007883156,0,0,0,7318.45976923,0.7644
172,2025-06-22T00:00:00,46,262.061223783,123.13924045,0,0,0,7429.28508564,0.6899
172,2025-06-22T00:00:00,47,0,0,242.5692,0,0,7159.7637523,0.86
172,2025-06-22T00:00:00,48,0,0,384.625,0,0,6732.40264119,1.1617
172,2025-06-22T00:00:00,49,0,0,355.942683333,0,0,6336.91077082,1.1683
172,2025-06-22T00:00:00,50,0,0,283.641366667,0,0,6021.75369675,1.0956
172,2025-06-22T00:00:00,51,0,0,241.479166667,0,0,5753.44351156,1.0849
172,2025-06-22T00:00:00,52,0,0,181.73015,0,0,5551.52112267,1.061
172,2025-06-22T00:00:00,53,0,0,127.6593,0,0,5409.67745601,1.043
172,2025-06-22T00:00:00,54,0,0,97.54625,0,0,5301.29273379,1.036
172,2025-06-22T00:00:00,55,0,0,84.27835,0,0,5207.65012267,1.0147
172,2025-06-22T00:00:00,56,0,0,76.7976833333,0,0,5122.31936342,0.9922
172,2025-06-22T00:00:00,57,0,0,76.0579166667,0,0,5037.81056712,0.97
172,2025-06-22T00:00:00,58,0,0,82.2960166667,0,0,4946.3705486,0.9422
172,2025-06-22T00:00:00,59,0,0,44.6056666667,0,0,4896.80869675,0.9569
172,2025-06-22T00:00:00,60,0,40.5825,0,0,0,4933.33294675,0.9977
172,2025-06-22T00:00:00,61,0,114.785366667,0,0,0,5036.63977675,0.9919
172,2025-06-22T00:00:00,62,0,117.366133333,0,0,0,5142.26929675,0.9588
172,2025-06-22T00:00:00,63,0,101.686666667,0,0,0,5233.78729675,0.9549
172,2025-06-22T00:00:00,64,0,172.002033333,0,0,0,5388.58912675,0.9839
172,2025-06-22T00:00:00,65,0,188.531183333,0,0,0,5558.26719175,0.799
172,2025-06-22T00:00:00,66,802.351657955,833.333333333,0,0,97.7591579554,6308.26719175,0.5025
172,2025-06-22T00:00:00,67,804.1297717,833.333333333,0,0,78.2425050336,7058.26719175,0.4662
172,2025-06-22T00:00:00,68,789.764615432,833.333333333,0,0,31.1367654324,7808.26719175,0.5007
172,2025-06-22T00:00:00,69,779.383231262,805.150731262,0,0,0,8532.90284988,0.4827
172,2025-06-22T00:00:00,70,822.866775455,833.333333333,0,0,14.9303087884,9282.90284988,0.4785
172,2025-06-22T00:00:00,71,824.882250899,833.333333333,0,0,54.0976675656,10032.9028499,0.4662
172,2025-06-22T00:00:00,72,780.621926533,833.333333333,0,0,42.8852598664,10782.9028499,0.4432
172,2025-06-22T00:00:00,73,791.215962862,18.9968334619,0,0,860.457696067,10800,0.4411
172,2025-06-22T00:00:00,74,780.194562082,0,0,0,848.743162082,10800,0.4551
172,2025-06-22T00:00:00,75,750.432932308,0,0,0,841.345848975,10800,0.4463
172,2025-06-22T00:00:00,76,793.223291467,0,0,0,967.085191467,10800,0.4113
172,2025-06-22T00:00:00,77,854.961661268,0,0,0,1015.19361127,10800,0.5682
172,2025-06-22T00:00:00,78,62.1280255174,0,0,0,95.9555255174,10800,0.8279
172,2025-06-22T00:00:00,79,78.5076074739,0,0,0,16.3853241406,10800,0.8636
172,2025-06-22T00:00:00,80,74.7659540798,0,14.5505625869,0,0,10783.8327082,0.8416
172,2025-06-22T00:00:00,81,84.1009865856,0,13.154430081,0,0,10769.2166748,0.8618
172,2025-06-22T00:00:00,82,146.394312589,0,6.12970407805,0,0,10762.4058925,0.8623
172,2025-06-22T00:00:00,83,0,0,159.562766667,0,0,10585.1139295,0.9026
172,2025-06-22T00:00:00,84,0,0,155.88125,0,0,10411.9125407,0.9754
172,2025-06-22T00:00:00,85,0,0,272.675533333,0,0,10108.9397258,1.0002
172,2025-06-22T00:00:00,86,0,0,328.450816667,0,0,9743.99437399,0.9978
172,2025-06-22T00:00:00,87,0,0,280.047083333,0,0,9432.83094806,1.0271
172,2025-06-22T00:00:00,88,0,0,268.408466667,0,0,9134.59931843,1.0906
172,2025-06-22T00:00:00,89,0,0,296.26605,0,0,8805.41481843,0.9376
172,2025-06-22T00:00:00,90,1124.68773765,816.653570979,0,0,0,9540.40303231,0.6694
172,2025-06-22T00:00:00,91,1177.68826589,833.333333333,0,0,79.2607158922,10290.4030323,0.66
172,2025-06-22T00:00:00,92,664.061834883,387.256368216,0,0,0,10638.9337637,0.7217
172,2025-06-22T00:00:00,93,445.888055095,77.6888884287,0,0,0,10708.8537633,0.7308
172,2025-06-22T00:00:00,94,490.33323859,44.2784219237,0,0,0,10748.704343,0.7534
172,2025-06-22T00:00:00,95,536.526636942,56.9951744188,0,0,43.6505791902,10800,0.7823
172,2025-06-22T00:00:00,96,581.531050307,0,0,0,187.043550307,10800,0.8055
172,2025-06-22T00:00:00,97,622.609796269,0,0,0,173.040896269,10800,0.8271
172,2025-06-22T00:00:00,98,665.787179281,0,0,0,150.805512614,10800,0.8519
172,2025-06-22T00:00:00,99,698.555037786,0,0,0,163.262121119,10800,0.8791
172,2025-06-22T00:00:00,100,711.291755469,0,0,0,164.608372136,10800,0.9024
172,2025-06-22T00:00:00,101,741.8931213,0,0,0,135.768237967,10800,0.9163
172,2025-06-22T00:00:00,102,791.503417617,0,0,0,95.7405009506,10800,0.9264
172,2025-06-22T00:00:00,103,824.561790059,0,0,0,76.0694567256,10800,0.9462
172,2025-06-22T00:00:00,104,867.685517419,0,0,0,54.0116007522,10800,0.9742
172,2025-06-22T00:00:00,105,932.979700802,0,0,0,27.5613674689,10800,0.9862
172,2025-06-22T00:00:00,106,982.546726681,0,0,0,28.8534266815,10800,0.976
172,2025-06-22T00:00:00,107,910.557222134,0,0,0,86.0960054669,10800,1.0742
172,2025-06-22T00:00:00,108,772.796907641,0,0,0,139.959407641,10800,1.2313
172,2025-06-22T00:00:00,109,751.091431063,0,0,0,103.627881063,10800,1.2561
172,2025-06-22T00:00:00,110,797.373615001,0,0,0,95.1153483343,10800,1.2447
172,2025-06-22T00:00:00,111,852.830419414,0,0,0,130.274586081,10800,1.2545
172,2025-06-22T00:00:00,112,898.812319846,0,0,0,103.554236513,10800,1.2522
172,2025-06-22T00:00:00,113,910.583872115,0,0,0,65.0590721155,10800,1.2881
172,2025-06-22T00:00:00,114,68.7090506466,0,778.01636602,0,0,9935.53737109,1.3466
172,2025-06-22T00:00:00,115,74.83315528,0,775.784528053,0,0,9073.55456214,1.3523
172,2025-06-22T00:00:00,116,80.4251161103,0,791.349317223,0,0,8194.277543,1.3445
172,2025-06-22T00:00:00,117,82.2097502445,0,807.915249756,0,0,7296.59393216,1.3483
172,2025-06-22T00:00:00,118,100.649813993,0,788.021636007,0,0,6421.0143366,1.349
172,2025-06-22T00:00:00,119,96.7246028979,0,788.332297102,0,0,5545.08956204,1.3473
172,2025-06-22T00:00:00,120,79.1764107662,0,801.376922567,0,0,4654.67075919,1.3482
172,2025-06-22T00:00:00,121,91.8836065973,0,768.956910069,0,0,3800.27419245,1.3513
172,2025-06-22T00:00:00,122,629.887790267,0,215.765109733,0,0,3560.53518163,1.34
172,2025-06-22T00:00:00,123,90.8084586267,0,762.619874707,0,0,2713.17976529,1.3489
172,2025-06-22T00:00:00,124,69.5063592957,0,812.933240704,0,0,1809.92060895,1.3952
172,2025-06-22T00:00:00,125,901.117738339,8.56435500607,0,0,0,1817.62852846,1.2226
172,2025-06-22T00:00:00,126,917.217051593,33.082051593,0,0,0,1847.40237489,0.9332
172,2025-06-22T00:00:00,127,919.478607533,30.3109075327,0,0,0,1874.68219167,0.9068
172,2025-06-22T00:00:00,128,920.68529987,50.6578332029,0,0,0,1920.27424155,0.9371
172,2025-06-22T00:00:00,129,941.139921939,81.286588606,0,0,0,1993.4321713,0.9371
172,2025-06-22T00:00:00,130,971.409857763,58.6262744296,0,0,0,2046.19581829,0.9871
172,2025-06-22T00:00:00,131,891.094137511,65.1660041777,0,0,0,2104.84522205,0.7764
172,2025-06-22T00:00:00,132,756.420603528,110.552270195,0,0,0,2204.34226522,0.4209
172,2025-06-22T00:00:00,133,753.032347874,118.719281207,0,0,0,2311.18961831,0.3859
172,2025-06-22T00:00:00,134,779.53736196,117.51671196,0,0,0,2416.95465907,0.4368
172,2025-06-22T00:00:00,135,770.300497692,104.458831026,0,0,0,2510.967607,0.4198
172,2025-06-22T00:00:00,136,764.520392917,53.121859584,0,0,0,2558.77728062,0.4186
172,2025-06-22T00:00:00,137,760.914844549,45.2166278821,0,0,0,2599.47224572,0.4241
172,2025-06-22T00:00:00,138,759.560218497,78.8202184969,0,0,0,2670.41044236,0.4237
172,2025-06-22T00:00:00,139,763.824245619,71.7596789524,0,0,0,2734.99415342,0.4248
172,2025-06-22T00:00:00,140,754.631089492,75.7114228255,0,0,0,2803.13443396,0.424
172,2025-06-22T00:00:00,141,742.902487112,88.1274871116,0,0,0,2882.44917236,0.422
172,2025-06-22T00:00:00,142,754.386690359,49.3055736919,0,0,0,2926.82418869,0.424
172,2025-06-22T00:00:00,143,756.911597045,45.6227470449,0,0,0,2967.88466103,0.4271
172,2025-06-22T00:00:00,144,746.713309156,91.6316424896,0,0,0,3050.35313927,0.4276
265,2025-09-23T00:00:00,1,1487.42299411,833.333333333,0,0,83.9053274444,2067.27204873,0.4248
265,2025-09-23T00:00:00,2,1482.38818851,833.333333333,0,0,88.7366718428,2817.27204873,0.4245
265,2025-09-23T00:00:00,3,1455.44975513,833.333333333,0,0,57.3497551311,3567.27204873,0.4269
265,2025-09-23T00:00:00,4,1441.15708914,833.333333333,0,0,9.31483914094,4317.27204873,0.4272
265,2025-09-23T00:00:00,5,1433.44158416,826.930934161,0,0,0,5061.50988947,0.4271
265,2025-09-23T00:00:00,6,1427.15504243,833.333333333,0,0,4.05170910135,5811.50988947,0.4285
265,2025-09-23T00:00:00,7,1131.40805355,534.054703553,0,0,0,6292.15912267,0.4311
265,2025-09-23T00:00:00,8,1426.90111944,833.333333333,0,0,13.5961194357,7042.15912267,0.4302
265,2025-09-23T00:00:00,9,1422.52002596,833.333333333,0,0,36.5066926251,7792.15912267,0.4279
265,2025-09-23T00:00:00,10,594.717745727,10.6643957274,0,0,0,7801.75707882,0.4312
265,2025-09-23T00:00:00,11,612.508398826,10.6467821596,0,0,0,7811.33918277,0.4333
265,2025-09-23T00:00:00,12,1456.14233658,833.333333333,0,0,32.2023365822,8561.33918277,0.4311
265,2025-09-23T00:00:00,13,1435.40719816,830.844148159,0,0,0,9309.09891611,0.4293
265,2025-09-23T00:00:00,14,593.114886157,0,14.6846638428,0,0,9292.78262295,0.4324
265,2025-09-23T00:00:00,15,609.029958823,14.0432921568,0,0,0,9305.42158589,0.4367
265,2025-09-23T00:00:00,16,623.842523879,25.3301238792,0,0,0,9328.21869738,0.4348
265,2025-09-23T00:00:00,17,621.463946004,34.1841793372,0,0,0,9358.98445879,0.4335
265,2025-09-23T00:00:00,18,612.459926913,45.4549269128,0,0,0,9399.89389301,0.4357
265,2025-09-23T00:00:00,19,622.611383849,44.1314505156,0,0,0,9439.61219847,0.4374
265,2025-09-23T00:00:00,20,619.027400173,27.9754335067,0,0,0,9464.79008863,0.4371
265,2025-09-23T00:00:00,21,598.386640542,11.5366405416,0,0,0,9475.17306512,0.4356
265,2025-09-23T00:00:00,22,596.820974716,14.6473913826,0,0,0,9488.35571736,0.4353
265,2025-09-23T00:00:00,23,606.74387989,3.99054655619,0,0,0,9491.94720926,0.436
265,2025-09-23T00:00:00,24,622.274346562,0,0.853986771473,0,0,9490.99833507,0.4378
265,2025-09-23T00:00:00,25,646.60392884,51.0812455071,0,0,0,9536.97145603,0.4401
265,2025-09-23T00:00:00,26,648.809884366,57.3389510326,0,0,0,9588.57651196,0.4389
265,2025-09-23T00:00:00,27,633.942212117,17.8705454506,0,0,0,9604.66000286,0.4364
265,2025-09-23T00:00:00,28,641.236969641,36.3406696409,0,0,0,9637.36660554,0.4393
265,2025-09-23T00:00:00,29,642.754129347,42.3383126806,0,0,0,9675.47108695,0.4422
265,2025-09-23T00:00:00,30,628.397952242,10.2746189091,0,0,0,9684.71824397,0.4395
265,2025-09-23T00:00:00,31,625.109047963,0,0.0562187041551,0,0,9684.65577874,0.4333
265,2025-09-23T00:00:00,32,648.293930371,33.3857970378,0,0,0,9714.70299608,0.4439
265,2025-09-23T00:00:00,33,1498.78639611,833.333333333,0,0,72.5063961118,10464.7029961,0.4301
265,2025-09-23T00:00:00,34,1479.19208304,372.55222658,0,0,522.661806459,10800,0.3713
265,2025-09-23T00:00:00,35,698.543596599,0,0,0,31.6301632652,10800,0.5708
265,2025-09-23T00:00:00,36,0,0,790.623333333,0,0,9921.52962963,0.9099
265,2025-09-23T00:00:00,37,0,0,793.772083333,0,0,9039.56064815,0.9368
265,2025-09-23T00:00:00,38,0,0,742.659816667,0,0,8214.38307407,0.8758
