day_index,date,plan_cost,emg_cost,total_cost,e0,e_end,lp_status,lp_usable,wall_s,fallback,n_warn_slots,simul_cs_plan,pool_size
246,2025-09-04T00:00:00,40414.552638,0,40414.552638,3069.16556265,3198.80722543,0,1,0.0078323,0,0,0,225
247,2025-09-05T00:00:00,17708.4778156,0,17708.4778156,3198.80722543,2496.04126581,0,1,0.0070752,0,0,0,226
248,2025-09-06T00:00:00,18156.4076933,0,18156.4076933,2496.04126581,3017.18541904,0,1,0.0074362,0,0,0,227
249,2025-09-07T00:00:00,38520.1910875,0,38520.1910875,3017.18541904,2805.97321421,0,1,0.0081755,0,0,0,228
250,2025-09-08T00:00:00,31539.5489945,60024.3548649,91563.9038594,2805.97321421,1200,0,1,0.0079118,0,0,0,229
251,2025-09-09T00:00:00,38296.4916613,2045.38261514,40341.8742764,1200,1346.5776059,0,1,0.0081528,0,0,0,230
252,2025-09-10T00:00:00,37920.4969018,27941.1376006,65861.6345024,1346.5776059,1444.24580761,0,1,0.0111066,0,0,0,231
253,2025-09-11T00:00:00,39196.6833909,0,39196.6833909,1444.24580761,1744.21708137,0,1,0.0077283,0,0,0,232
254,2025-09-12T00:00:00,16467.8214194,5473.43444014,21941.2558595,1744.21708137,1247.72443508,0,1,0.0109134,0,0,0,233
255,2025-09-13T00:00:00,17962.8237852,0,17962.8237852,1247.72443508,2053.66568596,0,1,0.0079529,0,0,0,234
256,2025-09-14T00:00:00,39132.6530606,6970.65618546,46103.3092461,2053.66568596,1348.41192759,0,1,0.0082364,0,0,0,235
257,2025-09-15T00:00:00,32963.2402981,35846.4394777,68809.6797758,1348.41192759,1200,0,1,0.0150073,0,0,0,236
258,2025-09-16T00:00:00,36432.9558943,21335.8629413,57768.8188356,1200,1200,0,1,0.0106027,0,0,0,237
259,2025-09-17T00:00:00,37192.1561808,19772.8190838,56964.9752646,1200,1200,0,1,0.0118977,0,0,0,238
260,2025-09-18T00:00:00,37087.893138,16753.234982,53841.12812,1200,1247.47035883,0,1,0.0084073,0,0,0,239
261,2025-09-19T00:00:00,15825.9364005,11532.6741313,27358.6105318,1247.47035883,1200,0,1,0.0096625,0,0,0,240
262,2025-09-20T00:00:00,16405.7965992,8715.77137682,25121.567976,1200,1213.51654761,0,1,0.0129171,0,0,0,241
263,2025-09-21T00:00:00,40511.382152,5277.1852465,45788.5673985,1213.51654761,1745.78320261,0,1,0.0077831,0,0,0,242
264,2025-09-22T00:00:00,41405.9563915,4608.67590851,46014.6323,1745.78320261,1317.27204873,0,1,0.0133115,0,0,0,243
265,2025-09-23T00:00:00,42819.8510895,3708.66297266,46528.5140622,1317.27204873,1709.57446664,0,1,0.0079245,0,0,0,244
266,2025-09-24T00:00:00,43140.0422165,0,43140.0422165,1709.57446664,1681.5597045,0,1,0.0096644,0,0,0,245
267,2025-09-25T00:00:00,42665.1405824,474.191083408,43139.3316658,1681.5597045,1333.15136434,0,1,0.0078491,0,0,0,246
268,2025-09-26T00:00:00,17952.4461864,0,17952.4461864,1333.15136434,1201.48713052,0,1,0.0092331,0,0,0,247
269,2025-09-27T00:00:00,18537.1359806,1489.09259239,20026.228573,1201.48713052,1200,0,1,0.0107535,0,0,0,248
270,2025-09-28T00:00:00,44174.9724881,39.5613691667,44214.5338573,1200,2009.27479634,0,1,0.0108805,0,0,0,249
271,2025-09-29T00:00:00,45669.5334245,64.7241617093,45734.2575862,2009.27479634,1901.24179127,0,1,0.0103163,0,0,0,250
272,2025-09-30T00:00:00,45469.6986541,212.229434975,45681.9280891,1901.24179127,1810.73185841,0,1,0.0081928,0,0,0,251
273,2025-10-01T00:00:00,45387.3848096,0,45387.3848096,1810.73185841,3641.79455436,0,1,0.0139154,0,0,0,252
274,2025-10-02T00:00:00,45283.3738192,0,45283.3738192,3641.79455436,4010.23139841,0,1,0.009046,0,0,0,253
275,2025-10-03T00:00:00,15781.4759578,0,15781.4759578,4010.23139841,2805.79203827,0,1,0.0095687,0,0,0,254
276,2025-10-04T00:00:00,17135.9591613,0,17135.9591613,2805.79203827,2995.41430237,0,1,0.0072228,0,0,0,255
277,2025-10-05T00:00:00,40294.0460199,0,40294.0460199,2995.41430237,3020.40920033,0,1,0.0076702,0,0,0,256
278,2025-10-06T00:00:00,41591.8026171,0,41591.8026171,3020.40920033,2885.58085463,0,1,0.0105034,0,0,0,257
279,2025-10-07T00:00:00,41579.053961,0,41579.053961,2885.58085463,3011.03915097,0,1,0.0132007,0,0,0,258
280,2025-10-08T00:00:00,37117.962054,2508.09384527,39626.0558993,3011.03915097,1373.63507093,0,1,0.0080448,0,0,0,259
281,2025-10-09T00:00:00,39453.7247957,896.004356088,40349.7291518,1373.63507093,1586.88410435,0,1,0.0082562,0,0,0,260
282,2025-10-10T00:00:00,15616.3032841,480.491263881,16096.794548,1586.88410435,1200,0,1,0.0138559,0,0,0,261
283,2025-10-11T00:00:00,17159.920118,0,17159.920118,1200,1867.34457925,0,1,0.0136942,0,0,0,262
284,2025-10-12T00:00:00,39927.9086173,98.0358077333,40025.944425,1867.34457925,1482.05427489,0,1,0.0081194,0,0,0,263
285,2025-10-13T00:00:00,41978.4854246,0,41978.4854246,1482.05427489,2022.70094191,0,1,0.0083595,0,0,0,264
286,2025-10-14T00:00:00,41230.7407641,0,41230.7407641,2022.70094191,1710.85463247,0,1,0.0139325,0,0,0,265
287,2025-10-15T00:00:00,39724.6610418,5885.24597906,45609.9070209,1710.85463247,1391.52354252,0,1,0.0079165,0,0,0,266
288,2025-10-16T00:00:00,41466.8458329,10418.8187234,51885.6645563,1391.52354252,1518.15305758,0,1,0.0119249,0,0,0,267
289,2025-10-17T00:00:00,16841.904009,854.141324929,17696.0453339,1518.15305758,1234.80503167,0,1,0.0130661,0,0,0,268
290,2025-10-18T00:00:00,17103.519616,0,17103.519616,1234.80503167,1506.18415562,0,1,0.0111316,0,0,0,269
291,2025-10-19T00:00:00,43169.8399513,5100.89242889,48270.7323802,1506.18415562,1581.10657798,0,1,0.0120168,0,0,0,270
292,2025-10-20T00:00:00,44267.2313312,1576.5170491,45843.7483803,1581.10657798,1293.11120758,0,1,0.0097595,0,0,0,271
293,2025-10-21T00:00:00,45116.3186365,0,45116.3186365,1293.11120758,1567.38446971,0,1,0.008778,0,0,0,272
294,2025-10-22T00:00:00,46230.0365556,0,46230.0365556,1567.38446971,1515.06231652,0,1,0.008265,0,0,0,273
295,2025-10-23T00:00:00,46939.8092181,0,46939.8092181,1515.06231652,1841.97582971,0,1,0.0081359,0,0,0,274
296,2025-10-24T00:00:00,17662.0430558,0,17662.0430558,1841.97582971,1506.51180709,0,1,0.0077901,0,0,0,275
297,2025-10-25T00:00:00,17950.8174728,0,17950.8174728,1506.51180709,1523.3997758,0,1,0.0090152,0,0,0,276
298,2025-10-26T00:00:00,46818.9753332,0,46818.9753332,1523.3997758,2319.56090073,0,1,0.0143618,0,0,0,277
299,2025-10-27T00:00:00,46303.2619753,24.8930971078,46328.1550724,2319.56090073,1758.84091666,0,1,0.0108933,0,0,0,278
300,2025-10-28T00:00:00,46218.9089239,0,46218.9089239,1758.84091666,1937.60843195,0,1,0.0081786,0,0,0,279
301,2025-10-29T00:00:00,47059.2480817,0,47059.2480817,1937.60843195,1818.3997964,0,1,0.0137424,0,0,0,280
302,2025-10-30T00:00:00,48573.9770719,0,48573.9770719,1818.3997964,1879.92039334,0,1,0.0092422,0,0,0,281
303,2025-10-31T00:00:00,18838.9588021,0,18838.9588021,1879.92039334,2127.38869439,0,1,0.0094704,0,0,0,282
304,2025-11-01T00:00:00,18739.1598008,0,18739.1598008,2127.38869439,2316.08095307,0,1,0.0085919,0,0,0,283
305,2025-11-02T00:00:00,48599.7507357,0,48599.7507357,2316.08095307,1844.89307809,0,1,0.0080341,0,0,0,284
306,2025-11-03T00:00:00,49415.4994505,0,49415.4994505,1844.89307809,2210.21772072,0,1,0.0120373,0,0,0,285
307,2025-11-04T00:00:00,49512.4711067,52.6318432632,49565.1029499,2210.21772072,1757.72448598,0,1,0.0147422,0,0,0,286
308,2025-11-05T00:00:00,50315.0164247,0,50315.0164247,1757.72448598,2377.4373538,0,1,0.0085899,0,0,0,287
309,2025-11-06T00:00:00,49110.843848,607.814879055,49718.658727,2377.4373538,1947.21022973,0,1,0.0158875,0,0,0,288
310,2025-11-07T00:00:00,19592.6889449,0,19592.6889449,1947.21022973,2309.73285405,0,1,0.0074236,0,0,0,289
311,2025-11-08T00:00:00,19111.8324038,0,19111.8324038,2309.73285405,2380.85985836,0,1,0.0117931,0,0,0,290
312,2025-11-09T00:00:00,50192.7240845,0,50192.7240845,2380.85985836,2116.60139412,0,1,0.0129094,0,0,0,291
313,2025-11-10T00:00:00,50584.690137,0,50584.690137,2116.60139412,2004.42002329,0,1,0.0077498,0,0,0,292
314,2025-11-11T00:00:00,51458.5352669,0,51458.5352669,2004.42002329,2071.74054179,0,1,0.0076569,0,0,0,293
315,2025-11-12T00:00:00,52225.4937373,0,52225.4937373,2071.74054179,2253.96668412,0,1,0.0076157,0,0,0,294
316,2025-11-13T00:00:00,51444.2909824,0,51444.2909824,2253.96668412,2129.70639381,0,1,0.0082723,0,0,0,295
317,2025-11-14T00:00:00,20026.7243861,0,20026.7243861,2129.70639381,2431.54223,0,1,0.0075874,0,0,0,296
318,2025-11-15T00:00:00,19743.9302681,0,19743.9302681,2431.54223,2239.30289506,0,1,0.0095522,0,0,0,297
319,2025-11-16T00:00:00,53216.2237097,0,53216.2237097,2239.30289506,2200.95175516,0,1,0.0073034,0,0,0,298
320,2025-11-17T00:00:00,53808.454726,0,53808.454726,2200.95175516,2276.3703289,0,1,0.0071647,0,0,0,299
321,2025-11-18T00:00:00,53109.440433,0,53109.440433,2276.3703289,2277.26156564,0,1,0.0078845,0,0,0,300
322,2025-11-19T00:00:00,53630.7393548,6.3010575,53637.0404123,2277.26156564,1939.39241868,0,1,0.0075963,0,0,0,301
323,2025-11-20T00:00:00,54593.2686889,0,54593.2686889,1939.39241868,2275.72458101,0,1,0.0075016,0,0,0,302
324,2025-11-21T00:00:00,20771.561996,0,20771.561996,2275.72458101,2392.23850917,0,1,0.0076046,0,0,0,303
325,2025-11-22T00:00:00,20950.1060514,0,20950.1060514,2392.23850917,2272.4509753,0,1,0.0077405,0,0,0,304
326,2025-11-23T00:00:00,54965.0185534,0,54965.0185534,2272.4509753,2296.69557806,0,1,0.0079903,0,0,0,305
327,2025-11-24T00:00:00,54647.0647943,25.1191552718,54672.1839496,2296.69557806,1733.02895985,0,1,0.0093889,0,0,0,306
328,2025-11-25T00:00:00,54834.4691827,0,54834.4691827,1733.02895985,2113.31000196,0,1,0.0082723,0,0,0,307
329,2025-11-26T00:00:00,54831.6346558,78.3137470176,54909.9484028,2113.31000196,2384.21407515,0,1,0.0076699,0,0,0,308
330,2025-11-27T00:00:00,55154.3499415,0,55154.3499415,2384.21407515,2390.99744607,0,1,0.0077219,0,0,0,309
331,2025-11-28T00:00:00,21147.9031793,0,21147.9031793,2390.99744607,2212.48519543,0,1,0.0071999,0,0,0,310
332,2025-11-29T00:00:00,21894.5834058,0,21894.5834058,2212.48519543,2306.32894724,0,1,0.0075243,0,0,0,311
333,2025-11-30T00:00:00,56525.238523,0,56525.238523,2306.32894724,2114.31951131,0,1,0.0076737,0,0,0,312
334,2025-12-01T00:00:00,56968.1421579,14360.7556705,71328.8978283,2114.31951131,1918.34842881,0,1,0.0077019,0,0,0,313
335,2025-12-02T00:00:00,57511.7143946,15652.8408874,73164.555282,1918.34842881,1585.36378171,0,1,0.0075234,0,0,0,314
336,2025-12-03T00:00:00,63462.5634974,10.1199491808,63472.6834466,1585.36378171,3083.27873461,0,1,0.007814,0,0,0,315
337,2025-12-04T00:00:00,62161.8085657,1272.16110076,63433.9696665,3083.27873461,2767.94766111,0,1,0.0075696,0,0,0,316
338,2025-12-05T00:00:00,28083.3937351,0,28083.3937351,2767.94766111,3183.67810641,0,1,0.0081137,0,0,0,317
339,2025-12-06T00:00:00,27497.6742752,0,27497.6742752,3183.67810641,2984.1514556,0,1,0.0081918,0,0,0,318
340,2025-12-07T00:00:00,63790.1207439,63.939260412,63854.0600043,2984.1514556,2951.45200648,0,1,0.0078908,0,0,0,319
341,2025-12-08T00:00:00,68469.9384858,0,68469.9384858,2951.45200648,3752.91392049,0,1,0.0077722,0,0,0,320
342,2025-12-09T00:00:00,65068.8121597,20.5520436654,65089.3642034,3752.91392049,2796.79895314,0,1,0.0082452,0,0,0,321
343,2025-12-10T00:00:00,64683.8687352,0,64683.8687352,2796.79895314,2544.08725048,0,1,0.0078637,0,0,0,322
344,2025-12-11T00:00:00,65073.6420492,0,65073.6420492,2544.08725048,2749.13618881,0,1,0.0077735,0,0,0,323
345,2025-12-12T00:00:00,28405.9172493,0,28405.9172493,2749.13618881,2478.40129212,0,1,0.0081392,0,0,0,324
346,2025-12-13T00:00:00,29111.7561667,0,29111.7561667,2478.40129212,2938.69535065,0,1,0.0076293,0,0,0,325
347,2025-12-14T00:00:00,64815.6536172,0,64815.6536172,2938.69535065,2749.24766992,0,1,0.0076947,0,0,0,326
348,2025-12-15T00:00:00,68842.3211495,0,68842.3211495,2749.24766992,2883.30920081,0,1,0.0075065,0,0,0,327
349,2025-12-16T00:00:00,67900.9523987,0,67900.9523987,2883.30920081,2633.83069743,0,1,0.0070032,0,0,0,328
350,2025-12-17T00:00:00,67180.9810693,0,67180.9810693,2633.83069743,2645.74888693,0,1,0.0074146,0,0,0,329
351,2025-12-18T00:00:00,66988.965622,0,66988.965622,2645.74888693,2618.521046,0,1,0.0077672,0,0,0,330
352,2025-12-19T00:00:00,30662.9653438,0,30662.9653438,2618.521046,2289.64325908,0,1,0.0078285,0,0,0,331
353,2025-12-20T00:00:00,30677.3058925,0,30677.3058925,2289.64325908,2699.21966165,0,1,0.0081112,0,0,0,332
354,2025-12-21T00:00:00,66090.3810394,0,66090.3810394,2699.21966165,2840.52923461,0,1,0.0079053,0,0,0,333
355,2025-12-22T00:00:00,65518.8653879,0,65518.8653879,2840.52923461,2073.1872306,0,1,0.0076736,0,0,0,334
356,2025-12-23T00:00:00,65876.3519182,0,65876.3519182,2073.1872306,2390.23126624,0,1,0.0075943,0,0,0,335
357,2025-12-24T00:00:00,64954.1033843,0,64954.1033843,2390.23126624,2171.4234447,0,1,0.0076312,0,0,0,336
358,2025-12-25T00:00:00,64810.9150375,0,64810.9150375,2171.4234447,2250.50658651,0,1,0.0075313,0,0,0,337
359,2025-12-26T00:00:00,29284.2090374,0,29284.2090374,2250.50658651,2526.33292295,0,1,0.008245,0,0,0,338
360,2025-12-27T00:00:00,28745.0569066,0,28745.0569066,2526.33292295,2451.41469285,0,1,0.0081214,0,0,0,339
361,2025-12-28T00:00:00,64871.1241944,198.581002645,65069.7051971,2451.41469285,2728.04102497,0,1,0.007539,0,0,0,340
362,2025-12-29T00:00:00,64948.0282328,0,64948.0282328,2728.04102497,2132.6195004,0,1,0.0075464,0,0,0,341
363,2025-12-30T00:00:00,63764.7868388,0,63764.7868388,2132.6195004,2099.12496933,0,1,0.0092941,0,0,0,342
364,2025-12-31T00:00:00,63725.2085157,0,63725.2085157,2099.12496933,1875.68389575,0,1,0.0088996,0,0,0,343
