day,date,plan_cost,emergency_cost,total,initial_energy,end_energy,plan_kwh,emergency_kwh,charge_kwh,discharge_kwh,unused_kwh
184,2025-07-04,24350.42424506136,6193.942114336868,30544.366359398227,2066.6965349117772,3094.399135963902,42165.004351109754,1609.1963757582973,19149.634391912856,14586.27151650251,10329.97038479103
185,2025-07-05,26309.254575438794,5650.6002919422535,31959.854867381047,3094.399135963902,8282.115533553046,47199.254110953836,1277.5608336886753,25044.591998921016,15617.174761295797,10259.31774035062
186,2025-07-06,49009.11945374848,30090.225093668523,79099.344547417,8282.115533553046,8316.886335586147,79245.12142246385,6128.298303174196,20919.045078942912,16913.132792113975,1573.5258888090912
187,2025-07-07,51359.94459249564,4216.5948805149255,55576.53947301056,8316.886335586147,8418.094658413465,82483.45791727734,1159.1728672956388,23079.284501692277,18603.132955826153,5756.99647204017
188,2025-07-08,58408.59221160109,933.8216298737807,59342.413841474874,8418.094658413465,10526.391972876529,92279.62248701922,187.03797682896206,25867.954080618747,19055.57522228443,10082.894588847164
189,2025-07-09,50654.824749106265,2676.773342177269,53331.59809128354,10526.391972876529,8997.00006163232,79966.60545265567,505.83868393444743,21209.385998706788,18556.05537907229,3760.3885002889792
190,2025-07-10,48403.890513709935,2394.37701253559,50798.26752624552,8997.00006163232,3352.691074973633,74904.31287177581,614.6759319565942,17061.05640595022,18899.333776812487,4503.642791261338
191,2025-07-11,23723.190255260655,4603.993949368714,28327.184204629368,3352.691074973633,2478.6158467539567,39863.58871073915,1391.7781829131322,16947.515822953774,14514.15552199027,6303.2294426887875
192,2025-07-12,27602.070387132106,3613.040237712802,31215.110624844907,2478.6158467539567,8553.453140741169,49072.057885016606,712.9714190769729,23911.11533645707,13900.649857941735,8690.320492244904
193,2025-07-13,50577.473161471426,2599.3867328568285,53176.859894328256,8553.453140741169,8628.52503697497,81210.20323287029,465.394021267291,22439.212772546955,18108.197639152615,8076.86172074325
194,2025-07-14,48654.15355497626,4949.536744354872,53603.69029933114,8628.52503697497,8686.969459744876,77956.9163359051,942.4640204984646,21915.260223790836,17698.76080077767,2875.2017167237414
195,2025-07-15,58954.14325159254,2.638887330874695e-11,58954.14325159257,8686.969459744876,10800.0,92736.83714779711,4.920508445138694e-12,26470.239937247312,19539.16686294073,13056.713490157144
196,2025-07-16,52735.73264979791,541.7122568160877,53277.44490661399,10800.0,9778.115887574439,83124.50814849137,131.7700482332806,21946.0437372651,18695.99112836775,7871.662204493929
197,2025-07-17,50772.44591184334,1903.3479210014682,52675.79383284481,9778.115887574439,4731.177793777135,78200.97983371808,414.47057783788983,17163.884352247616,18444.99060973815,7176.140602379849
198,2025-07-18,25730.172632179405,138.11479878601065,25868.287430965414,4731.177793777135,4121.292252954911,42122.8651024739,34.2929357631298,18068.030566862333,15184.00174589849,7998.881117273171
199,2025-07-19,28830.152974094766,148.72958627799176,28978.882560372756,4121.292252954911,9187.852926602003,49774.778647064835,58.63880047298878,25219.769837386724,15868.108962000873,13298.937522151975
200,2025-07-20,51487.64485761151,2450.326354439307,53937.97121205081,9187.852926602003,9814.61973548034,81825.81615794594,558.6945129747057,21864.186057775074,17145.90057880732,5576.246975286231
201,2025-07-21,52199.46177673015,1023.0928300469573,53222.554606777114,9814.61973548034,9584.43158343931,82684.16924688737,230.32976174676628,22610.772202351254,18521.894820741454,4835.872277024306
202,2025-07-22,51120.04534496772,6482.512903756219,57602.558248723944,9584.43158343931,9128.832135228273,81232.58995401059,1378.3729629009263,21534.6802539679,17853.130509103932,5134.268555380886
203,2025-07-23,51023.47754307201,2907.3036071090496,53930.78115018106,9128.832135228273,8863.364729065022,81342.91942222779,604.3084925522087,22065.203268409685,18111.73531295877,3777.2128426623967
204,2025-07-24,48192.43478710651,6959.950607718511,55152.38539482502,8863.364729065022,3834.474960756868,74824.15561954096,1542.9805020753488,16022.622611408551,17504.325106718257,4232.366616926016
205,2025-07-25,23743.566284583772,2077.4712000850473,25821.03748466882,3834.474960756868,2734.5587347354676,39461.9903807046,767.1402233284111,18078.65466007422,15633.63487807938,11278.791255371509
206,2025-07-26,27691.946528901048,1190.4652307241843,28882.411759625233,2734.5587347354676,8815.717200295201,48613.3470700076,470.0494319262541,25114.35007304358,14869.580940161557,10369.535802385133
207,2025-07-27,50025.62658198606,8989.299735240536,59014.92631722659,8815.717200295201,9315.901405263518,80032.65794576271,1845.2355389448587,22251.304503537543,17573.39086339393,3514.7900445639607
208,2025-07-28,50053.72842845985,14075.416949436412,64129.14537789626,9315.901405263518,8588.970393932961,79721.25057541457,2793.7999983437803,20323.285565077174,17116.09921791001,1352.9869932578672
209,2025-07-29,50361.1461082396,7658.941828725592,58020.08793696519,8588.970393932961,8852.700852471817,80647.94689520243,1519.118965258972,21895.201077450743,17497.755460050135,1700.3742930607823
210,2025-07-30,48529.887740756254,11080.898929309384,59610.78667006564,8852.700852471817,8537.63291327405,77906.86979493122,2418.726120389638,21529.36337682582,17722.3454805069,2415.3239690019195
211,2025-07-31,45682.35669566592,11884.57153515414,57566.92823082006,8537.63291327405,2756.4901081752437,71490.07774355091,2479.392724898271,15393.423850310834,17671.7018433407,1552.75219481239
212,2025-08-01,21605.611121096095,8562.03947212778,30167.650593223876,2756.4901081752437,2274.500106456901,36842.74268295967,2539.891355468848,19093.261904470284,15899.33314416744,14937.345611459008
213,2025-08-02,26805.21735321439,1025.2992743784416,27830.51662759283,2274.500106456901,8728.740201294504,47476.2531786069,254.49015056175006,27448.275112332336,16424.28675563536,15779.730039138318
214,2025-08-03,45638.77340802996,5795.545805524745,51434.31921355471,8728.740201294504,8299.236573259028,72991.60032279248,1008.4923361271138,20861.706857760375,17284.53582001784,7583.441637843714
215,2025-08-04,44481.185922940305,4591.9268071774,49073.112730117704,8299.236573259028,8455.329907306315,70624.5532382124,920.6163038300693,20596.23282515001,16542.464587728948,2075.746221288053
216,2025-08-05,44009.248854049016,2789.0260011862847,46798.2748552353,8455.329907306315,8199.968753139334,69709.25756831894,646.6659547160006,20157.16866502644,16557.131657421705,1603.5767820968467
217,2025-08-06,43872.640884776585,19240.7555310206,63113.396415797186,8199.968753139334,8146.200149340619,69708.09025137003,3958.7024850433413,18497.430696672793,15031.310607723804,2086.273380797717
218,2025-08-07,42251.89478870011,3411.9762898245453,45663.87107852466,8146.200149340619,2103.7879775114266,64818.961994062876,782.9184711154378,13987.355941310407,16767.9292671077,4994.468540975611
219,2025-08-08,22008.280913904553,4544.192598575432,26552.473512479984,2103.7879775114266,2093.4908896534957,37763.73663104771,1154.3871042988349,22044.32074696313,17865.167184112266,18963.798922495687
220,2025-08-09,24072.269839216573,5834.525163511076,29906.79500272765,2093.4908896534957,7511.668968126998,43280.34812282296,1453.1358862253103,28072.62203799675,17862.463580151216,15601.396551202743
221,2025-08-10,43908.554475206256,10521.799991107404,54430.354466313656,7511.668968126998,8310.433216005533,69293.42074609645,1800.7820475935268,19728.972067370476,15261.579551479404,1322.1912277988913
222,2025-08-11,44405.72239496258,4544.42433894145,48950.146733904025,8310.433216005533,8127.1306159077685,70210.34260733536,973.1990004241826,20361.63346688009,16657.895448260868,2918.550255807008
223,2025-08-12,43091.88930565574,21234.00470256332,64325.89400821907,8127.1306159077685,8243.815651941666,68157.11172165576,3917.2161023299764,18076.790625813104,14537.183874478109,774.1774226507179
224,2025-08-13,44478.20702255374,3245.14416638909,47723.35118894283,8243.815651941666,8647.377792025305,70475.93785215338,679.4959164300307,19913.627188118044,15766.832096300352,887.6592267657071
225,2025-08-14,40790.8544479156,9878.897415703148,50669.751863618745,8647.377792025305,2345.1547632821657,62271.98352792435,2118.28551609989,13472.268809995576,16584.538461965243,1576.2477126605868
226,2025-08-15,21959.625382417573,4239.465670354202,26199.091052771775,2345.1547632821657,2068.71556612511,37599.15024789153,1334.0879638074707,22528.45630149221,18496.84488165005,17741.899908523497
227,2025-08-16,24187.074881217224,8120.893966614429,32307.968847831653,2068.71556612511,7726.239706962738,43485.09387591054,1955.5655491331936,28625.285315715424,18094.709378975625,17980.803121637284
228,2025-08-17,42642.555120520905,5734.159303222477,48376.71442374338,7726.239706962738,8162.990004177639,66541.34042561242,1231.204322791048,20192.034884712197,15962.472989123464,377.5892361480446
229,2025-08-18,42558.98559695538,7737.9400067014785,50296.92560365686,8162.990004177639,7957.728089037046,66598.3524598832,1711.8760147697421,19812.957980967814,16233.231688210464,336.3865652289128
230,2025-08-19,42702.26085418502,7296.396847923261,49998.65770210828,7957.728089037046,7881.780074915933,66943.45763136666,1618.5944311501626,19373.059465815284,15760.531380019384,631.8639267209122
231,2025-08-20,42959.322909742325,36866.45925814045,79825.78216788277,7881.780074915933,7946.725762427406,67466.98402325416,6577.338724444486,16714.072524008418,13479.9476256865,159.5067827100342
232,2025-08-21,42127.39170536966,4142.277409928771,46269.66911529843,7946.725762427406,3031.2782623359744,64958.41059907577,921.4043343404087,14871.961975942133,16470.191950595425,1633.6264247361387
233,2025-08-22,21412.282007081158,16536.270787371814,37948.552794452975,3031.2782623359744,2434.0344220372003,36800.70157145021,3530.2623652428333,20345.819817088763,17017.633508110794,15772.20822771508
234,2025-08-23,24849.901323830833,4431.56112515608,29281.462448986913,2434.0344220372003,8323.381704060168,44589.059476705195,1149.5460984566073,27435.439822716045,16922.293702579336,12695.453305025085
235,2025-08-24,44202.7996184854,8022.411108464871,52225.21072695027,8323.381704060168,8567.157675762435,69866.19517775661,1758.5691356579719,21024.47171884538,16810.423717732716,3677.1268289685977
236,2025-08-25,43619.116934766236,30134.12778019417,73753.2447149604,8567.157675762435,8170.863393707773,68318.69627715823,5455.624401394781,16323.667182851035,13578.83527195854,256.4017509938376
237,2025-08-26,45048.4003854296,3198.4742516398555,48246.87463706946,8170.863393707773,8752.91082966126,71214.04871974375,727.6708606572175,21649.829304482377,17012.51904427259,1775.5909368578534
238,2025-08-27,44402.6463149294,12091.234971013888,56493.88128594329,8752.91082966126,8445.46244210834,69754.05081298486,2298.7651417171646,20310.471183964026,16728.185207808478,556.3811118798063
239,2025-08-28,42299.10501482333,23874.29795325521,66173.40296807855,8445.46244210834,2989.183471405088,64470.99741613581,4126.188113089804,12422.720757565972,14973.054887261362,379.7246755877013
240,2025-08-29,22838.115635980543,5361.400198496632,28199.515834477173,2989.183471405088,2918.7664141647365,38810.792649536714,1319.4627611448573,20958.43616171076,17039.70864250202,13656.30754147284
241,2025-08-30,25552.078374308563,4786.6643672220225,30338.742741530586,2918.7664141647365,8260.719933982406,45386.97699442099,1183.214970365272,29174.44138645887,18823.53935519579,17706.570100189823
242,2025-08-31,44937.85882895025,7612.325730427097,52550.18455937735,8260.719933982406,8883.879613189176,70780.5886845159,1634.253364590324,21112.754095431806,16540.48710601367,1195.9519763547248
243,2025-09-01,44778.78613139825,3.17668877869437e-11,44778.78613139828,8883.879613189176,10800.0,70345.1008032502,6.110667527536862e-12,22427.362631369393,16441.655383279467,10785.25902182695
244,2025-09-02,37100.020191024785,5768.660578297054,42868.680769321836,10800.0,9566.268055499315,57504.08603832126,1572.1506538827834,19063.924446253088,16552.137551515618,2506.6939474665814
245,2025-09-03,36413.62531074307,5120.657557009626,41534.28286775269,9566.268055499315,8194.93161598043,56662.08824290043,1375.4504338244913,17021.728298313516,15021.802717200932,489.8958456123537
246,2025-09-04,35165.93196358757,5855.698747347178,41021.630710934754,8194.93161598043,3699.556111302091,53325.641081024856,1560.058317497778,14861.93423649046,16084.004685767779,2182.2042977999363
247,2025-09-05,16195.094579793464,2951.4567827227193,19146.551362516184,3699.556111302091,2530.329820435415,28439.30368553955,1019.3990184542704,22023.597770705903,18891.417856051787,19502.261122673044
248,2025-09-06,19229.953126379907,5332.804127307769,24562.757253687676,2530.329820435415,8090.365670555481,35921.16195945124,1520.6444014650585,27427.80724761639,17212.491605461226,19505.407018761118
249,2025-09-07,35390.121676745664,13830.024788830015,49220.14646557568,8090.365670555481,7179.087891665274,55341.46386839284,2664.699522589446,17079.520012436322,14654.56121107461,620.2209729538733
250,2025-09-08,29457.701773931258,60824.782918034674,90282.48469196593,7179.087891665274,5819.821468656641,47535.53775904263,13136.964873302932,13159.330945894711,11882.39784688248,2.6147972675971687e-12
251,2025-09-09,35793.372092937294,13926.990258825372,49720.36235176267,5819.821468656641,7568.131975583717,57941.522118386456,3391.194933526253,21018.819291155894,15451.76416960191,2662.8276636920345
252,2025-09-10,34744.199999171295,47490.79361919203,82234.99361836333,7568.131975583717,7789.732633337192,55377.509529659175,9136.206295218864,14656.106461388154,11672.005641746277,213.61635523617633
253,2025-09-11,33608.81141203077,7324.44709480545,40933.258506836224,7789.732633337192,3168.32482896549,52470.253942807816,1821.771402286931,15842.808777431695,16991.942133654204,1945.0729179839357
254,2025-09-12,14659.752884410374,10849.521755134996,25509.274639545372,3168.32482896549,2284.32005403344,27071.096816375302,3255.8780663259067,21457.924103281846,18176.522821097144,15493.9174005165
255,2025-09-13,18933.446353309933,7597.948370911271,26531.394724221205,2284.32005403344,8421.545214729838,36393.73674591612,1883.0803689665663,29257.31121388878,18174.919438623154,19187.32385628372
256,2025-09-14,35792.461974401755,30561.54293900132,66354.00491340307,8421.545214729838,7613.233944277017,57511.401850071474,5309.091674232183,16754.14519646521,14298.337752544356,265.36133038280815
257,2025-09-15,29820.11591802354,46253.321676319814,76073.43759434336,7613.233944277017,6751.224184228583,48996.70893060516,10704.716007585539,17570.36487491316,15007.804332723248,2071.8337626674547
258,2025-09-16,33517.59694738981,38737.56624782914,72255.16319521895,6751.224184228583,7087.336915934224,55207.90037839743,8117.750100179772,18586.205456362135,14752.324961118244,4.376943252282217e-12
259,2025-09-17,34339.50689413369,40115.160623198164,74454.66751733185,7087.336915934224,7721.7793497507455,56362.49787151564,7739.041259276814,18354.520956009812,14296.163783933076,83.06355871572117
260,2025-09-18,31622.991178596163,36862.17471820939,68485.16589680556,7721.7793497507455,2960.4234179649247,49891.511468921315,7367.404282634512,13608.855095512212,15308.39296597213,2.402505349063915
261,2025-09-19,14161.683359282855,18410.60469934525,32572.288058628106,2960.4234179649247,2697.4044357786665,26929.237408954374,4979.474861243447,20683.703790244577,16990.517154065743,12114.17331735231
262,2025-09-20,17128.580719225378,23565.7699393597,40694.35065858508,2697.4044357786665,8043.773458087354,34065.20320993961,5093.131444645528,26170.18137849296,16386.11479650148,13728.834339260315
263,2025-09-21,37035.320806477204,12867.518490245613,49902.839296722814,8043.773458087354,8576.825922944692,61089.253080611124,2649.799024556225,20861.481012419386,16418.0524016881,1008.1360111027283
264,2025-09-22,37754.80375629114,11751.752564992348,49506.55632128349,8576.825922944692,8249.617520939448,61820.25223263927,2817.804927443892,21111.90838829033,17395.133356319882,307.26224477939536
265,2025-09-23,39115.22360520142,17793.091076750334,56908.31468195176,8249.617520939448,8560.651289578744,63943.19757167888,3594.1410562438878,20775.592158197665,16548.299256364746,1193.4301427564924
266,2025-09-24,39342.98765872634,9357.589428410667,48700.57708713701,8560.651289578744,8425.726769653405,64361.39992745849,2169.1756773136717,21431.259157111934,17480.751985193474,1516.8433328537071
267,2025-09-25,36977.64421384167,12949.915459155955,49927.559672997624,8425.726769653405,3914.8342709858184,58774.32598849659,3088.2778295972994,16273.258671225403,17241.14277249341,2495.039019361901
268,2025-09-26,16025.592569132266,5705.573040404313,21731.16560953658,3914.8342709858184,3579.5488348615536,29723.36001508469,1794.4986890659636,20907.134513029727,17236.53584806591,10153.016539186841
269,2025-09-27,18738.729604450295,17061.954349769367,35800.68395421966,3579.5488348615536,8094.208923302587,36082.65545580772,3667.074087357727,25967.290458980628,16970.311192177374,12951.448026362206
270,2025-09-28,40375.22700295047,16342.764209940624,56717.991212891095,8094.208923302587,8455.595221957607,66284.77577127509,3262.2212573334427,21275.28498478913,16907.733168889677,1691.8160460423883
271,2025-09-29,42028.79134373524,4594.253031078219,46623.04437481346,8455.595221957607,8385.92023910357,68180.59620352162,1002.8645485340564,21856.563522423272,17766.523937731483,2333.5295673638716
272,2025-09-30,41790.4288918735,18819.88511434247,60610.314006215965,8385.92023910357,8421.118128215287,67774.3338211009,3689.3270294952845,20355.064737801073,16455.924337418324,2142.3456835467678
273,2025-10-01,41564.30990545392,359.68493161200223,41923.99483706592,8421.118128215287,9789.320183668042,67835.07499464868,162.77734806254702,24475.59141320459,18593.847194788243,12454.586590961526
274,2025-10-02,39679.65031905129,309.79178686937024,39989.44210592066,9789.320183668042,6200.263543045795,62666.64160971521,129.33331112645777,18596.628634915876,18293.42017084188,10761.983340100993
275,2025-10-03,14306.69806616498,2700.827630038748,17007.525696203727,6200.263543045795,4717.65468099527,26796.79847483243,1195.3374280153926,23208.84987440387,20133.51637411261,17099.64870255655
276,2025-10-04,17611.697914427466,3919.5829769938337,21531.280891421302,4717.65468099527,9056.473958156063,34108.90120002864,1193.3841117484399,26831.355909008398,17828.460936852105,13203.40790628742
277,2025-10-05,37016.37821750868,2471.8071183805823,39488.18533588926,9056.473958156063,9239.313104863493,60765.93484222361,722.2819121788914,21106.67593117995,16931.852272219076,2577.432028774956
278,2025-10-06,38218.75585166524,1866.3022696170412,40085.05812128229,9239.313104863493,9205.190870267654,62021.97417557544,507.89554768016893,21104.471089018847,17125.331593241513,817.6209774782537
279,2025-10-07,38128.8694586136,4495.154804743663,42624.02426335726,9205.190870267654,9247.60194836344,61974.627507699865,1107.1600492661748,21154.94353273526,17097.33429122935,1252.6153154601238
280,2025-10-08,33744.9046409203,14172.530923224122,47917.43556414442,9247.60194836344,8261.687630768463,56371.5566186813,3070.264312720033,19997.050372131376,17084.933687261884,51.20857986517384
281,2025-10-09,33735.62908770151,11164.458588762704,44900.087676464216,8261.687630768463,4252.621679711224,55005.73817143202,2294.0242294255113,16789.374781882856,17207.552929276626,1957.9588649179675
282,2025-10-10,14049.187881226802,10174.742927133193,24223.930808359997,4252.621679711224,4206.128586286903,28057.469454988706,2696.378712328324,23690.180951193728,19230.89035454881,16950.94665400544
283,2025-10-11,17134.73608482314,5104.626723540228,22239.362808363367,4206.128586286903,8386.040690445187,34539.91182757753,1169.2518533765713,27246.489912529098,18307.735935406123,12664.096120497781
284,2025-10-12,36295.34662926692,16464.247035810462,52759.59366507738,8386.040690445187,8266.884858172303,60263.987612178746,2940.9638463885167,19838.909263068697,16176.756752131236,1027.8429642964688
285,2025-10-13,38143.84649976296,3841.1732774795755,41985.01977724254,8266.884858172303,8477.742954923515,62920.22863870778,855.742704648985,22068.949097850873,17686.076482183118,2365.703427689008
286,2025-10-14,37557.20293641717,15963.86117361893,53521.064110036095,8477.742954923515,8292.860669016995,61948.48565570541,3376.2299543307236,20283.20168795466,16595.78742455915,863.472063307276
287,2025-10-15,35976.92410593401,30554.086783679806,66531.01088961383,8292.860669016995,8319.391003503493,60144.18201867193,5515.21447835971,18500.16322363507,14961.25491010656,200.4645335031287
288,2025-10-16,35676.20557862043,23832.902263249598,59509.10784187003,8319.391003503493,4694.937660827103,58237.59809980649,4881.804918768042,16708.183868828728,16795.636942160025,240.38314190579416
289,2025-10-17,15064.582805703401,6106.594990163335,21171.177795866737,4694.937660827103,4738.631340807578,29867.740145033233,1363.233368772763,22755.14936377466,18392.346672675052,10863.971506039717
290,2025-10-18,16774.68145408736,7421.030570715548,24195.71202480291,4738.631340807578,8215.732240602909,33941.959942804875,1792.6176829609462,25797.176314813085,17766.322005182796,11627.130049468866
291,2025-10-19,39115.14155007815,18402.256078534425,57517.397628612576,8215.732240602909,8471.675381205121,65225.329257693316,3873.0253067426584,21726.894832539103,17368.435987814682,854.1731863782614
292,2025-10-20,40029.09812743632,14198.2875251843,54227.38565262062,8471.675381205121,8194.728842621935,66032.05992789283,2853.8003910388447,21161.097532936856,17389.74088640372,673.7213057318812
293,2025-10-21,40802.58142336206,16838.22772625305,57640.80914961512,8194.728842621935,8312.274187705816,67493.82577187946,3152.695900809297,20425.919150612855,16439.203701420927,197.22487349682302
294,2025-10-22,41878.31439229954,13463.579466380843,55341.89385868038,8312.274187705816,8379.188910522047,69279.3882635779,2695.62115197136,22483.87052211063,18151.711872375,2087.9540658136298
295,2025-10-23,41177.886328892026,3457.861790195271,44635.74811908729,8379.188910522047,5497.295949224453,66628.28088218856,693.9855548522919,19940.246357370946,18745.303214638305,2747.82626097489
296,2025-10-24,15732.899532896117,7983.905681635078,23716.805214531196,5497.295949224453,5277.981072570953,30711.41269308412,1989.6329485305373,21639.067137757087,17725.0277705714,10366.95555776229
297,2025-10-25,17386.439338417742,8062.847988477225,25449.287326894966,5277.981072570953,8342.869960937147,34638.35112184024,1862.58219852052,24991.060076678994,17484.358662580406,9595.799172928842
298,2025-10-26,42459.80266602685,2259.3251028068858,44719.127768833736,8342.869960937147,8567.887899239153,69697.88460258847,524.316974105028,22450.99938842491,17982.793360152362,1209.6835317542607
299,2025-10-27,42185.72147110144,8385.244919157014,50570.96639025845,8567.887899239153,8368.552149072524,69156.63740686937,1912.191195967468,21971.86963729553,17976.61658135935,3520.993880233981
300,2025-10-28,41982.00464639363,9967.37726644626,51949.38191283989,8368.552149072524,8450.311751342764,68845.53325710754,2091.167007883384,21412.51206116864,17270.551127503375,822.3176313256698
301,2025-10-29,42831.110827331606,20987.75385022674,63818.86467755835,8450.311751342764,8464.391453799986,70030.39883324526,3981.0933362040887,20286.04541328543,16419.025052549696,832.215008713618
302,2025-10-30,43044.19011574991,3186.098064581246,46230.288180331154,8464.391453799986,5964.527739324758,69452.03131618214,728.9982533858358,20603.010374637397,18938.315746483997,3728.5172914145764
303,2025-10-31,16800.14277010018,6221.31867096586,23021.461441066043,5964.527739324758,5771.27428425106,32157.595546262743,1422.7644172506077,19690.59808980128,16123.312562305366,6108.782369350765
304,2025-11-01,18136.73857192293,3404.2190784471823,21540.957650370114,5771.27428425106,8390.123614793289,35412.49081910118,1001.2215218536229,23497.34243012198,16675.8829709108,7048.214448410281
305,2025-11-02,44440.32135742779,7324.442506066384,51764.763863494176,8390.123614793289,8498.994982866361,72561.46876238481,1532.6166821116524,22891.67570749678,18444.273091806634,850.2988954729967
306,2025-11-03,44908.498369682275,5821.318068832217,50729.81643851449,8498.994982866361,8424.574297845744,73022.57731083065,1376.0594977821288,22351.030611417053,18171.313411766365,713.9893256287583
307,2025-11-04,45196.576622813256,5294.035631217031,50490.61225403029,8424.574297845744,8463.829121286117,73851.32544194399,1077.1029509655414,23540.329958445738,19032.33792524472,2840.364326375185
308,2025-11-05,45778.78891249122,3821.6971725848175,49600.48608507604,8463.829121286117,8679.87152506778,74290.83343146594,1008.878522041725,23349.970180190347,18719.03768255069,990.759389201296
309,2025-11-06,43795.652470423025,14012.694340891383,57808.346811314404,8679.87152506778,6250.3165462714915,70476.2826778527,3055.895314456884,19529.838515347354,18005.76867834802,638.523605310232
310,2025-11-07,17583.21182679151,3665.322162151182,21248.53398894269,6250.3165462714915,6187.879287581655,33436.9002280079,1019.7414491751377,20359.688461349306,16547.541186513787,7326.0326190141905
311,2025-11-08,18383.456140381553,1536.964766428036,19920.420906809588,6187.879287581655,8502.105704079288,35767.88965402931,469.716124917779,23341.077251777417,16823.46879909184,5928.790226261503
312,2025-11-09,45941.53013399113,10123.533399211194,56065.06353320232,8502.105704079288,8500.486667036508,74549.90375166603,2179.311271245653,22170.777035636638,17959.786532204176,1171.4073361458875
313,2025-11-10,46201.544639185326,17037.613169655164,63239.15780884049,8500.486667036508,8558.094679951651,74860.12340572028,3523.636607038501,21801.795846779703,17607.607424267928,331.12849024699256
314,2025-11-11,46946.735070781746,3881.183442591239,50827.918513372984,8558.094679951651,8367.503696679094,75903.19455229996,913.2038997648104,23360.37940046895,19093.439199325152,990.4385842542877
315,2025-11-12,47828.581630772685,2679.180514385106,50507.762145157794,8367.503696679094,8555.326970391958,77235.67991325985,552.2087567330516,23944.068058558354,19225.654181090697,2113.487042525245
316,2025-11-13,46296.18737909622,9055.508046311274,55351.695425407495,8555.326970391958,6980.674105305418,74103.21964593568,1950.6024393163705,20975.047178392113,18406.975793075504,1089.879383268794
317,2025-11-14,17902.632461804227,2702.4289154002427,20605.06137720447,6980.674105305418,6714.707300422539,33844.65882035435,695.763198262498,19855.040590220007,16321.9530024728,3408.879130869637
318,2025-11-15,18773.12605309853,3229.2048108773956,22002.330863975927,6714.707300422539,8528.814673877287,36135.92475350368,824.1971123364642,21591.37403650849,15856.316333462615,3013.1772461275805
319,2025-11-16,48806.602082604746,6910.783435434636,55717.38551803938,8528.814673877287,8452.812320140605,78391.86900074701,1554.756344310683,23115.819917571007,18792.216251595524,1188.4772957489129
320,2025-11-17,49406.296068571726,1799.9646240044162,51206.26069257614,8452.812320140605,8549.794532632573,79275.81418967682,544.5621191529908,23522.673168374207,18966.081275140332,2568.0300822625654
321,2025-11-18,48721.80989333068,8985.099995265273,57706.909888595954,8549.794532632573,8499.068473242474,78108.24216259026,2036.5756465129898,22353.329753116086,18151.850553475117,1052.7867761289544
322,2025-11-19,49250.74341158663,6743.6242529922365,55994.367664578866,8499.068473242474,8417.673141934738,79171.78964919054,1544.8890616380659,23429.317920916277,19051.003314119152,970.0525040314884
323,2025-11-20,49487.2323446308,4595.930521958361,54083.16286658916,8417.673141934738,7329.215558577239,78760.20530176454,1075.7918579037637,21956.250431620607,18764.17467463445,1850.8453693488016
324,2025-11-21,18294.993869987833,1926.9932651412519,20221.987135129086,7329.215558577239,7077.476569677988,34520.17852143777,744.465841287692,19384.56629084882,15928.063785596869,2943.7577908068333
325,2025-11-22,19149.277740418376,2896.744202355963,22046.02194277434,7077.476569677988,8444.400887720016,36654.40764700237,830.4414362216846,20446.433354465298,15331.379130879064,2149.9653763044853
326,2025-11-23,50623.25440133798,3453.94510251168,54077.19950384966,8444.400887720016,8581.70970463315,80937.28160551742,851.1197594636341,24190.019200472274,19470.337617160712,1836.623498336175
327,2025-11-24,50250.41566658548,3151.400288562544,53401.81595514803,8581.70970463315,8314.987158538504,80279.27837545885,722.8517186759282,23468.634389982904,19249.64414737133,2621.196151523208
328,2025-11-25,50311.47346129044,3496.9947635146164,53808.46822480506,8314.987158538504,8505.636721609819,80656.18918930499,910.4727584014983,23805.6164152839,19110.964689615783,703.3497553717309
329,2025-11-26,50399.33142807495,6489.92341464022,56889.25484271516,8505.636721609819,8657.534638102718,80610.0891504366,1451.0640804306672,23254.05506829888,18699.076480478485,748.5077597135647
330,2025-11-27,50250.265256660525,3343.5893566536615,53593.854613314186,8657.534638102718,7572.175321981373,79706.86166578214,816.7814164948046,22289.477348628603,19031.30003689838,1484.5730372134094
331,2025-11-28,18587.342161395,3022.1168149958885,21609.458976390888,7572.175321981373,7547.006501543089,35200.773360363906,797.6787295583756,19186.179133294474,15563.45703636298,1454.4914429907762
332,2025-11-29,19485.33088153482,14754.015973832255,34239.346855367075,7547.006501543089,8339.27382477963,37186.28669164752,2725.5738865984617,17391.63933412502,13374.18726972838,964.9584138493415
333,2025-11-30,52253.52484024942,9868.047303010793,62121.572143260215,8339.27382477963,8542.738659412886,83342.36544008767,2179.38820771431,23651.281803002465,18974.41990926207,600.0636373949354
334,2025-12-01,52508.869708676095,28210.427569287436,80719.29727796353,8542.738659412886,8306.876042115631,83742.69865410781,7125.646137221052,23632.914231579085,19354.936883146594,291.43970956301115
335,2025-12-02,53050.7444373766,35553.53176379483,88604.27620117142,8306.876042115631,8332.679762963384,84668.39876361907,8441.130706651416,23207.61265481245,18774.942901635102,39.04976709313249
336,2025-12-03,58763.60041770893,7372.628691121176,66136.2291088301,8332.679762963384,9381.36794967449,92342.58465583395,1853.391722386497,24993.127784458382,19300.614137371307,1340.7141644666801
337,2025-12-04,57702.96417078897,10384.094467906589,68087.05863869555,9381.36794967449,8999.547764806506,90317.28639795355,2710.6192544833084,24400.13639324163,20107.74864490691,1964.309154102135
