model,date,plan_cost,emg_cost,total_cost,emg_kwh,e0,e_end
M0,2025-11-01,18739.159800797654,0.0,18739.159800797654,0.0,2127.38869439,2316.08095307
M0,2025-11-02,48599.75073571449,0.0,48599.75073571449,0.0,2316.08095307,1844.89307809
M0,2025-11-03,49415.49945045186,0.0,49415.49945045186,0.0,1844.89307809,2210.21772072
M0,2025-11-04,49512.47110665572,52.631843263048395,49565.10294991877,11.2365164951,2210.21772072,1757.72448598
M0,2025-11-05,50315.01642471945,0.0,50315.01642471945,0.0,1757.72448598,2377.4373538
M0,2025-11-06,49110.843847963486,607.8148790545496,49718.65872701804,126.4856051567,2377.4373538,1947.21022973
M0,2025-11-07,19592.688944940404,0.0,19592.688944940404,0.0,1947.21022973,2309.73285405
M0,2025-11-08,19111.832403748223,0.0,19111.832403748223,0.0,2309.73285405,2380.85985836
M0,2025-11-09,50192.72408446525,0.0,50192.72408446525,0.0,2380.85985836,2116.60139412
M0,2025-11-10,50584.690137036916,0.0,50584.690137036916,0.0,2116.60139412,2004.42002329
M0,2025-11-11,51458.535266850755,0.0,51458.535266850755,0.0,2004.42002329,2071.74054179
M0,2025-11-12,52225.493737246325,0.0,52225.493737246325,0.0,2071.74054179,2253.96668412
M0,2025-11-13,51444.29098238835,0.0,51444.29098238835,0.0,2253.96668412,2129.70639381
M0,2025-11-14,20026.724386115435,0.0,20026.724386115435,0.0,2129.70639381,2431.54223
M0,2025-11-15,19743.930268070406,0.0,19743.930268070406,0.0,2431.54223,2239.30289506
M0,2025-11-16,53216.22370972845,0.0,53216.22370972845,0.0,2239.30289506,2200.95175516
M0,2025-11-17,53808.454725972464,0.0,53808.454725972464,0.0,2200.95175516,2276.3703289
M0,2025-11-18,53109.44043302245,0.0,53109.44043302245,0.0,2276.3703289,2277.26156564
M0,2025-11-19,53630.73935476165,6.301057500000001,53637.04041226166,1.385,2277.26156564,1939.39241868
M0,2025-11-20,54593.26868885957,0.0,54593.26868885957,0.0,1939.39241868,2275.72458101
M0,2025-11-21,20771.561996049444,0.0,20771.561996049444,0.0,2275.72458101,2392.23850917
M0,2025-11-22,20950.106051354967,0.0,20950.106051354967,0.0,2392.23850917,2272.4509753
M0,2025-11-23,54965.01855336025,0.0,54965.01855336025,0.0,2272.4509753,2296.69557806
M0,2025-11-24,54647.0647942787,25.11915527179752,54672.1839495505,5.36275731678,2296.69557806,1733.02895985
M0,2025-11-25,54834.46918274576,0.0,54834.46918274576,0.0,1733.02895985,2113.31000196
M0,2025-11-26,54831.63465575315,78.31374701762039,54909.948402770766,16.7194165281,2113.31000196,2384.21407515
M0,2025-11-27,55154.349941497,0.0,55154.349941497,0.0,2384.21407515,2390.99744607
M0,2025-11-28,21147.903179250115,0.0,21147.903179250115,0.0,2390.99744607,2212.48519543
M0,2025-11-29,21894.583405853096,0.0,21894.583405853096,0.0,2212.48519543,2306.32894724
M0,2025-11-30,56525.23852297684,0.0,56525.23852297684,0.0,2306.32894724,2114.31951131
M0,2025-12-01,56968.142157874456,14360.755670467797,71328.89782834225,2945.90802290579,2114.31951131,1918.34842881
M0,2025-12-02,57511.71439455443,15652.84088744747,73164.55528200191,3209.61944352533,1918.34842881,1585.36378171
M0,2025-12-03,63462.56349737309,10.119949180797189,63472.683446553885,1.74226550414,1585.36378171,3083.27873461
M0,2025-12-04,62161.808565728745,1272.1611007584338,63433.96966648717,251.8163785872,3083.27873461,2767.94766111
M0,2025-12-05,28083.393735133555,0.0,28083.393735133555,0.0,2767.94766111,3183.67810641
M0,2025-12-06,27497.674275186466,0.0,27497.674275186466,0.0,3183.67810641,2984.1514556
M0,2025-12-07,63790.12074386442,63.9392604120151,63854.06000427644,11.0078781806,2984.1514556,2951.45200648
M0,2025-12-08,68469.93848579162,0.0,68469.93848579162,0.0,2951.45200648,3752.91392049
M0,2025-12-09,65068.81215969943,20.552043665444863,65089.36420336488,3.5252639761499998,3752.91392049,2796.79895314
M0,2025-12-10,64683.86873523,0.0,64683.86873523,0.0,2796.79895314,2544.08725048
M0,2025-12-11,65073.64204920896,0.0,65073.64204920896,0.0,2544.08725048,2749.13618881
M0,2025-12-12,28405.91724925149,0.0,28405.91724925149,0.0,2749.13618881,2478.40129212
M0,2025-12-13,29111.756166704996,0.0,29111.756166704996,0.0,2478.40129212,2938.69535065
M0,2025-12-14,64815.65361723453,0.0,64815.65361723453,0.0,2938.69535065,2749.24766992
M0,2025-12-15,68842.32114948807,0.0,68842.32114948807,0.0,2749.24766992,2883.30920081
M0,2025-12-16,67900.95239869405,0.0,67900.95239869405,0.0,2883.30920081,2633.83069743
M0,2025-12-17,67180.98106928333,0.0,67180.98106928333,0.0,2633.83069743,2645.74888693
M0,2025-12-18,66988.96562199268,0.0,66988.96562199268,0.0,2645.74888693,2618.521046
M0,2025-12-19,30662.965343771106,0.0,30662.965343771106,0.0,2618.521046,2289.64325908
M0,2025-12-20,30677.305892453187,0.0,30677.305892453187,0.0,2289.64325908,2699.21966165
M0,2025-12-21,66090.3810393778,0.0,66090.3810393778,0.0,2699.21966165,2840.52923461
M0,2025-12-22,65518.86538793467,0.0,65518.86538793467,0.0,2840.52923461,2073.1872306
M0,2025-12-23,65876.35191824933,0.0,65876.35191824933,0.0,2073.1872306,2390.23126624
M0,2025-12-24,64954.103384263435,0.0,64954.103384263435,0.0,2390.23126624,2171.4234447
M0,2025-12-25,64810.91503744271,0.0,64810.91503744271,0.0,2171.4234447,2250.50658651
M0,2025-12-26,29284.209037371802,0.0,29284.209037371802,0.0,2250.50658651,2526.33292295
M0,2025-12-27,28745.056906588674,0.0,28745.056906588674,0.0,2526.33292295,2451.41469285
M0,2025-12-28,64871.12419440419,198.58100264506413,65069.70519704925,34.1134572187,2451.41469285,2728.04102497
M0,2025-12-29,64948.02823277417,0.0,64948.02823277417,0.0,2728.04102497,2132.6195004
M0,2025-12-30,63764.78683874667,0.0,63764.78683874667,0.0,2132.6195004,2099.12496933
M0,2025-12-31,63725.208515726496,0.0,63725.208515726496,0.0,2099.12496933,1875.68389575
M1_R2,2025-02-01,20931.046695441077,461.6260506773111,21392.672746118387,144.97871070142276,10800.0,8911.841511660321
M1_R2,2025-02-02,54588.595790345935,357.510777438982,54946.10656778492,58.58044748742833,8911.841511660321,8996.662672590324
M1_R2,2025-02-03,52344.45094494644,3636.828286629409,55981.27923157585,760.8275022234981,8996.662672590324,8462.206835320292
M1_R2,2025-02-04,52945.91306350015,8644.622989366444,61590.53605286659,1821.4888298712278,8462.206835320292,8529.721405514212
M1_R2,2025-02-05,52097.04593272765,8655.774768165098,60752.82070089276,1879.9028824480745,8529.721405514212,8547.316272732689
M1_R2,2025-02-06,52558.215663016024,2417.1233508672544,54975.33901388328,529.0933262250143,8547.316272732689,7864.231114976653
M1_R2,2025-02-07,19412.168835799133,2597.2873487206116,22009.456184519742,547.6208446579819,7864.231114976653,7805.273757286272
M1_R2,2025-02-08,18012.754983651434,5836.220162300451,23848.97514595188,1509.3827418413182,7805.273757286272,8321.09860289521
M1_R2,2025-02-09,50847.361888522326,11277.271801815546,62124.63369033788,2433.1576393247365,8321.09860289521,8445.022085997463
M1_R2,2025-02-10,51430.42524281245,2355.55948608444,53785.98472889689,555.0195029188974,8445.022085997463,8374.433253110707
M1_R2,2025-02-11,50441.570227314325,4436.815813175363,54878.386040489684,886.313387071375,8374.433253110707,8429.96749380136
M1_R2,2025-02-12,48481.020942589996,8334.092475366771,56815.113417956774,1749.0762150950288,8429.96749380136,8374.423177429755
M1_R2,2025-02-13,48496.159903904496,3443.2946878920256,51939.45459179652,924.5851309439863,8374.423177429755,7336.112866966981
M1_R2,2025-02-14,16626.890936820655,7160.2556228085305,23787.146559629182,1990.932594571654,7336.112866966981,6334.261660162748
M1_R2,2025-02-15,17609.950465176255,8609.46212579717,26219.412590973425,2455.153481359691,6334.261660162748,8120.582186424923
M1_R2,2025-02-16,45951.51522313041,21637.04442220662,67588.55964533704,4475.941179486199,8120.582186424923,8386.470970528713
M1_R2,2025-02-17,46741.44556866359,4663.096161762488,51404.54173042608,1173.4734476401923,8386.470970528713,8284.431411129235
M1_R2,2025-02-18,45853.67976266146,6469.7820729980995,52323.46183565956,1642.782888153589,8284.431411129235,8402.700907095566
M1_R2,2025-02-19,45508.40749096581,13958.420763820788,59466.8282547866,3202.9295558576464,8402.700907095566,8154.557179378564
M1_R2,2025-02-20,44555.48626581492,7092.642321615949,51648.12858743087,1633.7799723406124,8154.557179378564,6455.087473715184
M1_R2,2025-02-21,16649.43024746709,4368.334107017285,21017.764354484374,1512.0573428911766,6455.087473715184,5987.721131306092
M1_R2,2025-02-22,17980.129449522377,4546.755062209899,22526.884511732278,1385.5960155355147,5987.721131306092,8280.19411307518
M1_R2,2025-02-23,45534.134924561455,6810.876219277064,52345.01114383852,1537.6540838412275,8280.19411307518,8443.423193517805
M1_R2,2025-02-24,44055.390594885226,4423.283275528695,48478.67387041393,1028.6232492725749,8443.423193517805,8464.256381136945
M1_R2,2025-02-25,44122.97216639579,3667.5161465773654,47790.48831297315,980.6336662390522,8464.256381136945,8317.524264499025
M1_R2,2025-02-26,43412.95084009634,7634.396469983765,51047.3473100801,1849.9834022782065,8317.524264499025,8510.667860532363
M1_R2,2025-02-27,41430.60685649497,12140.711161496783,53571.318017991754,2540.6645583678696,8510.667860532363,6287.015456590227
M1_R2,2025-02-28,16474.267191102088,2600.5755882890926,19074.842779391183,882.5756339162626,6287.015456590227,5924.006735704988
M1_R2,2025-03-01,18192.36708484403,896.0651881545915,19088.432272998623,243.20380464124509,5924.006735704988,8565.091512328032
M1_R2,2025-03-02,44930.42982256297,20407.672529887543,65338.10235245051,4016.6952591084714,8565.091512328032,8584.089633825663
M1_R2,2025-03-03,43406.89732326922,23444.55704771897,66851.4543709882,4825.472529917963,8584.089633825663,8396.724562101754
M1_R2,2025-03-04,45145.38435237927,1585.4261011983274,46730.81045357759,455.1779195985308,8396.724562101754,8298.73663590707
M1_R2,2025-03-05,44827.97328827321,2029.9487152530687,46857.922003526284,409.51480261523466,8298.73663590707,8468.458687423748
M1_R2,2025-03-06,40574.456687241924,7636.332211686895,48210.78889892882,1740.600292791124,8468.458687423748,5352.4449146877705
M1_R2,2025-03-07,15048.051940949212,3022.2763383747656,18070.328279323978,823.6701778345214,5352.4449146877705,4604.01210278349
M1_R2,2025-03-08,16459.03451916204,6431.914608035278,22890.949127197317,2009.400055952247,4604.01210278349,8247.20857750687
M1_R2,2025-03-09,41623.42805996935,2958.5781584345773,44582.006218403934,743.548945453181,8247.20857750687,8505.823373706662
M1_R2,2025-03-10,40359.307458841984,25361.954457831816,65721.2619166738,4773.7819001440375,8505.823373706662,8372.497637887622
M1_R2,2025-03-11,41752.99877801706,4709.107525487577,46462.106303504646,1104.382198494383,8372.497637887622,8557.215516535352
M1_R2,2025-03-12,40360.522418658395,4889.650246707232,45250.17266536564,1152.580574656583,8557.215516535352,8265.076480376832
M1_R2,2025-03-13,37824.038325047906,29521.986475428243,67346.02480047615,5278.783402036923,8265.076480376832,4396.751514404139
M1_R2,2025-03-14,14579.91933320085,3134.6767503400724,17714.59608354092,1025.6927326666698,4396.751514404139,3921.824148969393
M1_R2,2025-03-15,16568.856938883706,7474.170448044604,24043.02738692831,2202.2328429325676,3921.824148969393,8153.251286983644
M1_R2,2025-03-16,40531.777636325176,6006.218433461946,46537.99606978713,1586.4767619406834,8153.251286983644,8727.031350464837
M1_R2,2025-03-17,40422.23328156033,2370.27319080324,42792.506472363566,685.3958800073967,8727.031350464837,8632.460529283331
M1_R2,2025-03-18,37620.426466529476,11913.504311022007,49533.93077755149,2700.3515346124127,8632.460529283331,8262.800243482565
M1_R2,2025-03-19,37906.8292393571,7798.541957034975,45705.37119639209,1799.561627104781,8262.800243482565,8579.197956226519
M1_R2,2025-03-20,35376.085713976165,16698.297960579202,52074.38367455537,3524.7198054898126,8579.197956226519,3916.231089210734
M1_R2,2025-03-21,13896.500540628722,6139.299512950634,20035.800053579358,1953.1379237018166,3916.231089210734,3612.384424306833
M1_R2,2025-03-22,16561.721909356696,2390.697501419626,18952.419410776325,784.6007586946331,3612.384424306833,8402.383755397103
M1_R2,2025-03-23,37755.99179811505,5298.147120968414,43054.13891908346,1220.0809695472813,8402.383755397103,8602.209568064776
M1_R2,2025-03-24,36794.17307214352,6398.026015206029,43192.19908734956,1564.5816726786525,8602.209568064776,8476.753497798396
M1_R2,2025-03-25,36618.11288727784,15656.534620272545,52274.647507550384,3301.9935846021863,8476.753497798396,8333.140797770455
M1_R2,2025-03-26,36586.671316229265,2420.9671758170243,39007.638492046295,684.8518559461584,8333.140797770455,8410.867128752681
M1_R2,2025-03-27,34616.62687907432,7393.125296464187,42009.75217553851,1805.5735657019814,8410.867128752681,3622.663416981896
M1_R2,2025-03-28,13766.712234781051,3275.5073393392513,17042.219574120303,1084.1124327055932,3622.663416981896,3499.6424102202127
M1_R2,2025-03-29,16313.469263913188,2457.5052212227597,18770.97448513595,761.0202332268441,3499.6424102202127,8484.833981039743
M1_R2,2025-03-30,35014.55882675388,4080.3704586275367,39094.92928538141,1018.6834845917713,8484.833981039743,8478.403122087157
M1_R2,2025-03-31,34490.10840801256,15616.010499367068,50106.11890737963,3038.3122984289844,8478.403122087157,8549.476425353567
M1_R2,2025-04-01,34838.532805959105,30486.64628164449,65325.1790876036,5280.037966050764,8549.476425353567,8551.263340343365
M1_R2,2025-04-02,34845.31665354803,29539.146653110576,64384.463306658596,5521.50867256126,8551.263340343365,8467.156656363175
M1_R2,2025-04-03,33797.39528665037,5054.918110025879,38852.31339667624,1257.9466557423775,8467.156656363175,3349.865972516988
M1_R2,2025-04-04,13417.306999587714,1862.0320867541934,15279.339086341908,659.3151470771841,3349.865972516988,3334.1622989335674
M1_R2,2025-04-05,15919.002046051572,2426.33247128157,18345.334517333144,713.1940547402107,3334.1622989335674,8371.844582392925
M1_R2,2025-04-06,35852.98187617958,1981.3468047545218,37834.3286809341,441.78783942550103,8371.844582392925,8541.816986660213
M1_R2,2025-04-07,35020.175977113795,2179.423284561863,37199.599261675656,658.474747088733,8541.816986660213,8369.957263262668
M1_R2,2025-04-08,35591.62204520322,5761.597682576015,41353.21972777924,1246.8712039794123,8369.957263262668,8430.55038940181
M1_R2,2025-04-09,34795.22045860246,24717.929724190508,59513.15018279296,4202.547723271542,8430.55038940181,8426.891625228609
M1_R2,2025-04-10,32568.53356050577,3499.3416687607087,36067.87522926648,787.7237348082645,8426.891625228609,3371.895527552955
M1_R2,2025-04-11,12876.59691306776,2000.588058628372,14877.184971696131,684.9380665505491,3371.895527552955,2928.268088441067
M1_R2,2025-04-12,15987.318743775533,422.0653036700665,16409.3840474456,135.99882251595332,2928.268088441067,8426.010833067123
M1_R2,2025-04-13,34173.16859588266,5436.032465227037,39609.20106110969,1112.1557610088719,8426.010833067123,8552.252882551782
M1_R2,2025-04-14,33595.27983944346,3580.5424302005135,37175.82226964397,965.3192138589217,8552.252882551782,8417.10566661806
M1_R2,2025-04-15,34280.08677408408,1472.4079240103538,35752.49469809443,357.2932732318946,8417.10566661806,8580.248679397104
M1_R2,2025-04-16,34073.40554288146,11213.711074580819,45287.11661746228,1983.1923271990686,8580.248679397104,8380.405412698206
M1_R2,2025-04-17,31070.51724433323,4097.356426480056,35167.873670813286,753.7978218934414,8380.405412698206,3120.881060231682
M1_R2,2025-04-18,12459.655279279272,1206.7751796956763,13666.430458974948,534.1766614383555,3120.881060231682,2795.162653005406
M1_R2,2025-04-19,15335.407686181463,662.8112781402604,15998.218964321724,260.55665251927013,2795.162653005406,8439.446704159314
M1_R2,2025-04-20,32977.276229000396,4961.65029401963,37938.926523020025,1078.2011247363816,8439.446704159314,8682.108556512403
M1_R2,2025-04-21,32699.848610910383,2091.8046178899167,34791.65322880031,560.2638112684349,8682.108556512403,8434.106634785327
M1_R2,2025-04-22,31921.408651315774,10886.449353587866,42807.85800490364,2276.220119768889,8434.106634785327,8308.434556410139
M1_R2,2025-04-23,33155.60639447694,1049.1327024814886,34204.73909695844,356.04638207523067,8308.434556410139,8611.548245423373
M1_R2,2025-04-24,29468.176849632247,1825.7531693898447,31293.93001902209,402.5125866190473,8611.548245423373,2561.341141784067
M1_R2,2025-04-25,11594.604484592906,1891.979996350812,13486.584480943719,484.36719806460513,2561.341141784067,2144.7345522723904
M1_R2,2025-04-26,14231.379999426,3894.913559361994,18126.29355878799,1017.1524253213234,2144.7345522723904,7708.022496398881
M1_R2,2025-04-27,29476.319947864627,13827.947381562208,43304.26732942683,3141.6289040436795,7708.022496398881,7546.931698571831
M1_R2,2025-04-28,30904.015825981885,45194.23377084014,76098.24959682202,7563.044407690344,7546.931698571831,7514.894264650702
M1_R2,2025-04-29,31970.376103285787,5825.904590432786,37796.280693718574,1374.201051054744,7514.894264650702,8082.587884009169
M1_R2,2025-04-30,31129.25682939515,774.7336795769513,31903.990508972103,145.35350434648154,8082.587884009169,7897.031951662743
M1_R2,2025-05-01,27908.48565770289,19519.011116938287,47427.496774641186,3886.428883862398,7897.031951662743,1241.963423374404
M1_R2,2025-05-02,12182.149364473487,16495.10402448018,28677.25338895367,3609.770650049785,1241.963423374404,1377.782430771221
M1_R2,2025-05-03,15490.29739493685,10239.182708731681,25729.480103668535,2073.1316614714774,1377.782430771221,7578.941825582311
M1_R2,2025-05-04,33073.95262779933,9662.12454434913,42736.077172148456,1746.322820352641,7578.941825582311,7979.91525878192
M1_R2,2025-05-05,33642.89350915051,15524.927810566645,49167.82131971716,2935.294236864327,7979.91525878192,8270.80013976484
M1_R2,2025-05-06,33488.394672342736,13026.675106498446,46515.06977884118,2690.627041816974,8270.80013976484,8006.409272745793
M1_R2,2025-05-07,34662.92167761942,10208.356944576552,44871.27862219597,1958.2360124799818,8006.409272745793,8280.72092270092
M1_R2,2025-05-08,33708.12492286307,4768.876862298359,38477.001785161425,868.6344585694311,8280.72092270092,2819.394586442371
M1_R2,2025-05-09,13847.1115514564,2568.5884478708267,16415.69999932723,791.5707116088166,2819.394586442371,2592.3030200956227
M1_R2,2025-05-10,16983.016171423467,1374.4429296327999,18357.45910105627,301.31177286212494,2592.3030200956227,8331.369900005207
M1_R2,2025-05-11,35419.18246191506,4895.121162887346,40314.303624802415,942.797694471701,8331.369900005207,8575.507125619873
M1_R2,2025-05-12,35624.33256660505,2121.8072088603253,37746.13977546537,464.5550703473605,8575.507125619873,8799.33184482748
M1_R2,2025-05-13,35459.19930120905,927.4795584501477,36386.67885965921,158.11110170978517,8799.33184482748,8631.145438198258
M1_R2,2025-05-14,35725.595350461386,1864.2850969264439,37589.880447387826,354.59648179587856,8631.145438198258,8682.112142613103
M1_R2,2025-05-15,33608.67548098572,4142.3278869427295,37751.00336792845,1040.7157932188113,8682.112142613103,3475.682060274041
M1_R2,2025-05-16,13742.525686800138,878.6248626342972,14621.150549434435,405.6958597696618,3475.682060274041,2209.169368508342
M1_R2,2025-05-17,17847.766636029934,1490.3559292524444,19338.12256528238,438.6250346717015,2209.169368508342,9060.155843249504
M1_R2,2025-05-18,35464.09945737539,5076.865651858741,40540.96510923414,1055.9172724713058,9060.155843249504,9362.96859214996
M1_R2,2025-05-19,34776.67473362612,782.1916346359353,35558.86636826205,132.84238692469427,9362.96859214996,8791.693422055067
M1_R2,2025-05-20,34719.77495660975,7822.697052336698,42542.47200894645,1378.930973090634,8791.693422055067,8772.087603586127
M1_R2,2025-05-21,34505.677302090546,2770.462072364241,37276.13937445478,675.9530054474535,8772.087603586127,8270.106886287182
M1_R2,2025-05-22,30918.042110615836,2403.82885426057,33321.870964876405,493.4192198503245,8270.106886287182,2568.0709753246074
M1_R2,2025-05-23,13271.3061593653,1719.5492976259725,14990.855456991272,734.0354939515842,2568.0709753246074,2039.513161787775
M1_R2,2025-05-24,17003.306030899555,664.7033633305125,17668.009394230066,308.37672406619066,2039.513161787775,8399.937887261283
M1_R2,2025-05-25,34254.96989120105,459.7163538439024,34714.686245044955,100.13386923871694,8399.937887261283,8393.352035373488
M1_R2,2025-05-26,33746.821718463834,14357.165970534303,48103.98768899814,2462.649020120276,8393.352035373488,7974.322981006035
M1_R2,2025-05-27,33571.32005375179,887.2965092308473,34458.616562982636,362.9809650608796,7974.322981006035,7942.998767214351
M1_R2,2025-05-28,33871.73755380565,3745.506659673495,37617.24421347915,925.6491384065753,7942.998767214351,8292.070861933207
M1_R2,2025-05-29,29772.656932494087,19255.168477772288,49027.82541026638,3671.7894611892107,8292.070861933207,2055.8727443511902
M1_R2,2025-05-30,13148.530874781387,3187.3613938815465,16335.892268662934,859.6382127898722,2055.8727443511902,2019.3721568146311
M1_R2,2025-05-31,16758.511732589286,1669.472604545203,18427.98433713449,604.3934129693434,2019.3721568146311,8586.762267572783
M1_R2,2025-06-01,33839.174415526155,83285.76068151782,117124.93509704397,15760.191422651851,8586.762267572783,6890.122239323555
M1_R2,2025-06-02,35390.839088176166,63166.074000102,98556.91308827818,13211.515877449889,6890.122239323555,7304.489830372448
M1_R2,2025-06-03,43409.01272092706,10394.488030738637,53803.5007516657,2167.321580869453,7304.489830372448,8218.193778281517
M1_R2,2025-06-04,43478.21153405961,10099.030675949805,53577.24221000941,2284.251506796816,8218.193778281517,8172.25290455084
M1_R2,2025-06-05,42291.15849910649,8615.57405117374,50906.732550280234,1908.5661428628687,8172.25290455084,2411.720495792114
M1_R2,2025-06-06,18442.929762179494,12788.89532270233,31231.82508488182,2968.6896726511313,2411.720495792114,2457.055156097569
M1_R2,2025-06-07,22491.993745031617,3631.222967638638,26123.216712670255,718.9220576707041,2457.055156097569,8330.65539963843
M1_R2,2025-06-08,55377.53770519726,3.0925678288440395e-05,55377.53773612294,5.616449800239596e-06,8330.65539963843,9725.60213140604
M1_R2,2025-06-09,46900.74538503456,5435.011879130263,52335.75726416483,1172.6193525130052,9725.60213140604,8673.271956609537
M1_R2,2025-06-10,48038.05333435201,1363.0839286080566,49401.13726296006,282.6361341647997,8673.271956609537,8823.349976781692
M1_R2,2025-06-11,47562.833219552456,20158.48154886088,67721.31476841333,4292.081877363216,8823.349976781692,8835.198876099736
M1_R2,2025-06-12,47526.762624214534,1512.6411540881616,49039.4037783027,337.56046826797086,8835.198876099736,3525.8526112284594
M1_R2,2025-06-13,19071.56559475425,2015.4716126999156,21087.037207454166,426.0044132580921,3525.8526112284594,2984.2117196338545
M1_R2,2025-06-14,22761.859084157506,318.83321085858177,23080.692295016088,142.33106079901162,2984.2117196338545,8489.317084172379
M1_R2,2025-06-15,54086.61977255516,207.1472633646358,54293.767035919795,48.74721731647663,8489.317084172379,10549.023642326492
M1_R2,2025-06-16,50562.0794595677,1004.4430458003591,51566.52250536806,266.4143482862244,10549.023642326492,9716.672650326354
M1_R2,2025-06-17,50581.08239584911,5790.841018115104,56371.92341396422,1325.1821607557524,9716.672650326354,9397.53291393362
M1_R2,2025-06-18,50671.0880445037,379.56043801285637,51050.64848251655,88.41749097633064,9397.53291393362,9708.748047825473
M1_R2,2025-06-19,46697.320521649955,908.819600830603,47606.14012248056,171.48309666900275,9708.748047825473,3676.417003707873
M1_R2,2025-06-20,19765.304750488573,62.55192708068624,19827.85667756926,29.450051930420774,3676.417003707873,3440.027971420234
M1_R2,2025-06-21,22884.23422704797,4.344080062423927e-05,22884.234270488774,1.2538956171022175e-05,3440.027971420234,9769.10868966126
M1_R2,2025-06-22,45985.34310692106,4870.484869778907,50855.82797669996,1053.2261277554983,9769.10868966126,9153.141296215355
M1_R2,2025-06-23,45534.418267419285,4459.841539002487,49994.25980642176,913.0201757259592,9153.141296215355,8918.303680062141
M1_R2,2025-06-24,44323.710741137256,43099.40161447645,87423.1123556137,8407.51075533819,8918.303680062141,8694.13643022681
M1_R2,2025-06-25,46600.48418702486,7909.199970527982,54509.684157552845,1595.054621081421,8694.13643022681,9007.642467350446
M1_R2,2025-06-26,43342.905358644275,2687.2540845704,46030.15944321468,567.6570923366769,9007.642467350446,2560.759055611038
M1_R2,2025-06-27,17891.900159364584,2023.194096908358,19915.094256272947,859.8279070659527,2560.759055611038,2447.20615410678
M1_R2,2025-06-28,21242.632499911746,400.7861306666671,21643.418630578413,129.2625283893163,2447.20615410678,8699.102485985008
M1_R2,2025-06-29,45333.157522350746,4431.748671789655,49764.90619414039,887.2898105825167,8699.102485985008,8959.341241753145
M1_R2,2025-06-30,44931.742787447714,5686.443019970395,50618.18580741811,1388.6019618326127,8959.341241753145,8429.027905194143
M1_R2,2025-07-01,44543.91464229551,36217.25644107566,80761.17108337118,8864.077699573041,8429.027905194143,7288.936523283092
M1_R2,2025-07-02,49427.69466336439,13730.280102045508,63157.97476540989,3498.8865545854405,7288.936523283092,7918.488186861922
M1_R2,2025-07-03,48407.39458629759,9504.917535569062,57912.31212186666,2230.1324189048537,7918.488186861922,2068.5511962030973
M1_R2,2025-07-04,24253.854410140993,6779.1816198277975,31033.03602996879,1854.907358619008,2068.5511962030973,3097.0722308625072
M1_R2,2025-07-05,26205.33537535677,5601.462164957472,31806.79754031424,1252.9312939566962,3097.0722308625072,8282.03034527464
M1_R2,2025-07-06,48464.84598162859,28195.96495881517,76660.81094044376,5682.374696369857,8282.03034527464,8316.751351241448
M1_R2,2025-07-07,50784.296399501276,3985.648818078461,54769.945217579734,1160.7496791374829,8316.751351241448,8419.76305047051
M1_R2,2025-07-08,57862.76883124928,289.09771746441294,58151.8665487137,70.86754632671261,8419.76305047051,10524.403637197363
M1_R2,2025-07-09,50145.535272314824,1310.0693550842755,51455.604627399094,229.84494978733434,10524.403637197363,9053.12839079654
M1_R2,2025-07-10,47816.830605053954,1951.7556801513754,49768.58628520534,402.37809468269,9053.12839079654,3365.301793451549
M1_R2,2025-07-11,23620.096204162128,4067.725284124983,27687.82148828711,1307.4521519927725,3365.301793451549,2449.046408342814
M1_R2,2025-07-12,27519.958012371346,2251.1598632854602,29771.117875656808,522.799797176478,2449.046408342814,8553.32373244365
M1_R2,2025-07-13,50031.69634411651,1917.9037121800948,51949.60005629661,330.099205983106,8553.32373244365,8728.832712663929
M1_R2,2025-07-14,48104.90524187013,4746.824215430105,52851.729457300244,949.3468055680162,8728.832712663929,8686.91705161146
M1_R2,2025-07-15,58389.31802788697,3.492487263656585e-05,58389.31806281184,6.530194171917928e-06,8686.91705161146,10800.0
M1_R2,2025-07-16,52204.07180090781,641.7667668192922,52845.8385677271,158.89503535528064,10800.0,9838.566166403523
M1_R2,2025-07-17,50180.78295640746,1043.1195926303096,51223.90254903777,233.60286605046772,9838.566166403523,4730.11865106504
M1_R2,2025-07-18,25631.95521558873,191.04403708581884,25822.999252674552,47.7573752743672,4730.11865106504,4120.422414039473
M1_R2,2025-07-19,28728.95789217164,68.81425261763198,28797.77214478927,15.59471334219215,4120.422414039473,9184.057262542665
M1_R2,2025-07-20,50975.75972406677,1338.44633246738,52314.206056534145,304.8566930900446,9184.057262542665,9811.61994977038
M1_R2,2025-07-21,51685.1725886351,1183.622561804404,52868.7951504395,259.87113877425867,9811.61994977038,9605.83010454839
M1_R2,2025-07-22,50597.785315434296,2684.6374448340644,53282.42276026837,588.071478448513,9605.83010454839,9126.088219442709
M1_R2,2025-07-23,50516.69013947485,2172.9644303657815,52689.654569840626,509.11428585504984,9126.088219442709,8860.74738127053
M1_R2,2025-07-24,47715.77514719263,4397.368550192047,52113.14369738467,991.1929314840883,8860.74738127053,3833.5807972874713
M1_R2,2025-07-25,23643.375241316462,2327.95579470991,25971.331036026375,891.2411534548341,3833.5807972874713,2759.239636560743
M1_R2,2025-07-26,27581.789997880966,3.9935272411639744e-05,27581.790037816238,1.0943088977152045e-05,2759.239636560743,8816.780379980944
M1_R2,2025-07-27,49539.971393410604,8297.341762380283,57837.313155790886,1803.0451527095274,8816.780379980944,9323.214553581169
